face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_from_name,gender_from_name,adjusted_race
detected_faces/CFD-AF-245-143-N_face0.jpg,East Asian,Asian,Female,20-29,"[4.0666774e-04 1.2083720e-05 9.3155832e-04 8.7224478e-01 1.2618230e-01
 1.9689175e-04 2.5686264e-05]",[5.1711465e-04 1.9800963e-04 9.9869424e-01 5.9066818e-04],[2.364056e-04 9.997636e-01],"[3.58830157e-08 7.64153447e-06 1.20998193e-02 6.61077023e-01
 3.15885186e-01 1.08483564e-02 8.02320064e-05 1.69029454e-06
 1.46223105e-08]",Asian America,Female,East Asian
detected_faces/CFD-BF-224-002-N_face0.jpg,Black,Black,Female,30-39,"[1.2111442e-06 9.9990118e-01 8.4383915e-05 1.1492976e-06 6.5383192e-06
 5.1697994e-06 4.8270135e-07]",[1.5641530e-06 9.9997109e-01 2.1267393e-05 6.0415796e-06],[0.0604804 0.9395196],"[4.9366354e-06 1.3569917e-04 1.2537222e-02 2.1817937e-01 4.8193035e-01
 2.6908883e-01 1.7919943e-02 1.9875563e-04 4.9603404e-06]",Black,Female,Black
detected_faces/CFD-BM-011-013-F_face0.jpg,Black,Black,Male,20-29,"[7.4965124e-06 9.9962986e-01 2.2144304e-04 1.3602633e-07 1.9238892e-06
 1.0618205e-04 3.2853499e-05]",[5.9545273e-06 9.9977350e-01 1.3082041e-04 8.9830879e-05],[9.9999845e-01 1.5781181e-06],"[3.9709178e-07 3.8593462e-05 9.1968896e-03 6.6330016e-01 3.0937713e-01
 1.7806513e-02 2.7363599e-04 6.3090597e-06 3.3093951e-07]",Black,Male,Black
detected_faces/CFD-WF-200-099-N_face0.jpg,White,White,Female,20-29,"[5.7859039e-01 3.6236470e-05 3.4017402e-01 3.2668546e-02 2.1505779e-02
 5.0799469e-03 2.1945100e-02]",[0.8087985  0.00231163 0.02217196 0.16671799],[1.12204005e-04 9.99887824e-01],"[1.2909153e-07 1.5208169e-04 5.3810500e-02 6.0168886e-01 3.3864015e-01
 5.6722448e-03 3.5586309e-05 4.3612135e-07 5.2393330e-09]",White,Female,White
detected_faces/CFD-BF-036-030-HO_face0.jpg,Black,Black,Female,20-29,"[6.0683320e-04 9.2426962e-01 6.0054075e-02 6.8204128e-05 1.8909158e-03
 1.3097363e-02 1.3056079e-05]",[8.3146867e-04 9.8849231e-01 1.3129679e-03 9.3631996e-03],[9.8843257e-06 9.9999005e-01],"[1.6622103e-08 1.6500311e-05 4.0078890e-02 8.0710989e-01 1.5020117e-01
 2.5870106e-03 6.4953447e-06 2.6576361e-08 1.5995674e-10]",Black,Female,Black
detected_faces/CFD-BF-030-007-HO_face0.jpg,Black,Black,Female,20-29,"[3.0697066e-07 9.9935049e-01 3.4512326e-05 6.2704663e-07 8.5679276e-06
 6.0547527e-04 4.2425448e-08]",[1.1325363e-06 9.9968016e-01 5.2400601e-06 3.1337122e-04],[8.8025583e-04 9.9911976e-01],"[1.2194887e-07 1.0509577e-04 6.1968945e-02 7.6042289e-01 1.6994697e-01
 7.4755843e-03 7.9515688e-05 8.1036256e-07 2.0506837e-08]",Black,Female,Black
detected_faces/CFD-WF-009-010-A_face0.jpg,White,White,Male,10-19,"[9.5393717e-01 1.2352623e-05 8.2744453e-03 3.6077545e-04 2.4278475e-04
 6.6590364e-05 3.7105910e-02]",[9.9958777e-01 7.9082303e-05 1.3852128e-04 1.9454594e-04],[0.9129536  0.08704636],"[2.0954707e-05 4.0072091e-02 8.4593701e-01 7.8914747e-02 2.9990066e-02
 4.8998510e-03 1.5873478e-04 6.0689758e-06 4.6682291e-07]",White,Female,White
detected_faces/CFD-BM-010-004-HO_face0.jpg,Black,Black,Male,20-29,"[7.5263728e-05 9.8600978e-01 4.3367627e-03 1.6509473e-05 2.1028076e-04
 9.2213191e-03 1.2996736e-04]",[3.2012453e-05 9.9254692e-01 2.3471692e-04 7.1863774e-03],[9.999918e-01 8.278956e-06],"[4.0358378e-07 1.8463506e-04 1.3920061e-01 7.7254599e-01 8.2621880e-02
 5.3419834e-03 1.0211542e-04 2.3010043e-06 6.5302373e-08]",Black,Male,Black
detected_faces/CFD-LF-240-199-N_face0.jpg,Latino_Hispanic,White,Female,30-39,"[6.6351853e-02 4.3940049e-04 8.3450711e-01 4.4479012e-02 4.1243274e-02
 6.6177179e-03 6.3615725e-03]",[0.6105633  0.06454139 0.21364507 0.1112503 ],[8.1692822e-04 9.9918306e-01],"[1.1202780e-07 2.6375226e-06 3.0846370e-04 1.8496333e-02 4.9414811e-01
 4.4091412e-01 4.5732815e-02 3.9683792e-04 5.4627969e-07]",Latino/a,Female,Latino_Hispanic
detected_faces/CFD-BF-043-038-A_face0.jpg,Black,Black,Female,30-39,"[3.4690424e-06 9.8453104e-01 1.0193753e-03 3.2011710e-06 9.7809578e-05
 1.4341963e-02 3.0517267e-06]",[1.1060291e-05 9.9750847e-01 2.3437596e-04 2.2459927e-03],[0.00687804 0.993122  ],"[4.4725339e-06 3.3909857e-04 2.9836174e-02 3.6075917e-01 4.8304912e-01
 1.1992396e-01 5.9764991e-03 1.0913000e-04 2.3639052e-06]",Black,Female,Black
detected_faces/CFD-IF-714-008-1-N_face0.jpg,Indian,Indian,Female,40-49,"[2.2624469e-04 7.0634420e-04 1.5043268e-02 2.1445400e-04 8.9142499e-03
 9.7153121e-01 3.3641891e-03]",[3.0749958e-04 2.7065852e-03 9.3866335e-03 9.8759925e-01],[0.00110043 0.9988996 ],"[8.6248730e-07 5.8251690e-06 1.3911008e-04 2.1884516e-03 1.0101162e-01
 5.9435987e-01 2.9220298e-01 9.9518802e-03 1.3932644e-04]",Indian Asian,Female,Indian
detected_faces/CFD-WM-200-034-N_face0.jpg,White,White,Male,10-19,"[9.9985188e-01 8.1266638e-09 1.6804201e-05 1.6269496e-06 9.2578739e-07
 4.9040167e-08 1.2865037e-04]",[9.9983990e-01 4.3372302e-06 1.4135204e-04 1.4417983e-05],[9.9940085e-01 5.9917447e-04],"[4.0652671e-07 1.7098042e-03 8.4999174e-01 1.4438042e-01 3.7903956e-03
 1.2652652e-04 6.8822447e-07 1.5578218e-08 4.9512527e-10]",White,Male,White
detected_faces/CFD-BF-047-004-HC_face0.jpg,Black,Black,Female,30-39,"[6.9762982e-06 9.9921209e-01 5.6148728e-04 2.4068829e-06 2.2765509e-05
 1.9220184e-04 2.0625607e-06]",[9.5214027e-06 9.9915737e-01 4.5414476e-05 7.8774506e-04],[0.00203248 0.99796754],"[1.31584920e-06 1.18219825e-04 2.74225008e-02 4.05583054e-01
 4.61323291e-01 9.86519083e-02 6.80360524e-03 9.46375148e-05
 1.45873776e-06]",Black,Female,Black
detected_faces/CFD-IM-666-372-N_face0.jpg,Indian,Indian,Male,30-39,"[1.5725412e-03 1.3613359e-04 7.3866777e-02 1.1153659e-04 1.4769828e-03
 9.1748077e-01 5.3552720e-03]",[8.9018536e-04 1.3686603e-04 2.6952485e-03 9.9627769e-01],[9.999953e-01 4.706437e-06],"[1.6411535e-05 3.7205420e-04 1.0553952e-02 3.2084966e-01 6.0165238e-01
 6.5433562e-02 1.1088609e-03 1.2949084e-05 1.5302324e-07]",Indian Asian,Male,Indian
detected_faces/CFD-AM-202-079-N_face0.jpg,Southeast Asian,Asian,Male,20-29,"[3.0111993e-05 3.3118802e-05 7.0325006e-04 2.8563559e-01 7.1302843e-01
 5.6881073e-04 6.7826693e-07]",[1.6625282e-04 1.7142638e-04 9.9861819e-01 1.0441229e-03],[9.999977e-01 2.277305e-06],"[2.2703771e-08 1.7376246e-05 7.0022747e-02 8.2755625e-01 1.0135706e-01
 1.0422006e-03 4.3302221e-06 9.3815530e-08 1.2798907e-09]",Asian America,Male,Southeast Asian
detected_faces/CFD-BF-227-137-N_face0.jpg,Black,Black,Female,30-39,"[6.76000695e-08 9.99969542e-01 5.99315035e-06 3.19479796e-07
 2.88469550e-06 2.09834889e-05 1.15879445e-07]",[5.6105466e-07 9.9992436e-01 1.9965084e-05 5.5077937e-05],[0.01622992 0.9837701 ],"[2.08658889e-07 4.03946906e-05 2.34370064e-02 3.81227046e-01
 4.77421850e-01 1.13423586e-01 4.41303430e-03 3.59501973e-05
 8.51525158e-07]",Black,Female,Black
detected_faces/CFD-WF-205-006-N_face0.jpg,White,White,Female,20-29,"[9.9998647e-01 7.4512432e-09 6.2418580e-06 1.1450237e-06 1.1672074e-06
 5.5582369e-08 4.9829041e-06]",[9.9998915e-01 1.2422895e-07 1.0548162e-05 1.5202207e-07],[1.1089885e-04 9.9988908e-01],"[4.61015816e-07 1.33036205e-03 1.01095237e-01 6.93538189e-01
 1.97814524e-01 6.19094726e-03 3.00804186e-05 1.83099147e-07
 1.17210535e-08]",White,Female,White
detected_faces/CFD-IM-740-273-N_face0.jpg,East Asian,Asian,Male,20-29,"[2.8987241e-04 9.8690168e-07 3.5013021e-03 9.0704626e-01 8.9037530e-02
 5.8032401e-05 6.5968306e-05]",[6.1637315e-04 1.7298969e-05 9.9812531e-01 1.2411021e-03],[9.9999982e-01 1.7924644e-07],"[2.4367685e-08 3.7397922e-06 8.5733766e-03 7.4518281e-01 2.4120380e-01
 4.9952297e-03 3.9847542e-05 1.1448635e-06 4.9675974e-09]",Indian Asian,Male,East Asian
detected_faces/CFD-WF-039-044-F_face0.jpg,White,White,Female,30-39,"[9.9176955e-01 2.6565979e-06 6.7356438e-03 1.9563000e-04 1.6733682e-04
 2.3297915e-05 1.1058933e-03]",[9.9961579e-01 5.0086426e-05 1.7362415e-04 1.6048488e-04],[1.7440367e-04 9.9982560e-01],"[4.2565807e-07 4.8703372e-05 1.4526312e-02 3.4395686e-01 5.3061301e-01
 1.0775259e-01 3.0458623e-03 5.5621866e-05 6.2100969e-07]",White,Female,White
detected_faces/CFD-BM-041-030-F_face0.jpg,Black,Black,Male,20-29,"[1.2729805e-06 9.9971187e-01 1.0587447e-04 7.4500036e-08 2.8779480e-06
 1.6765059e-04 1.0302367e-05]",[1.6123389e-05 9.9810481e-01 5.7683425e-05 1.8214633e-03],[9.9999994e-01 1.0048720e-07],"[5.9722950e-08 3.5916855e-06 3.3207799e-03 4.9226272e-01 4.3240759e-01
 7.0627287e-02 1.3562589e-03 2.1249767e-05 5.1976082e-07]",Black,Male,Black
detected_faces/CFD-BM-021-009-HC_face0.jpg,Black,Black,Male,40-49,"[6.9641741e-05 9.9097162e-01 5.6926226e-03 3.3973402e-06 5.3028467e-05
 3.1900543e-03 1.9708226e-05]",[1.8095028e-05 9.9805188e-01 1.3981960e-05 1.9159964e-03],[9.9999917e-01 8.4723723e-07],"[3.4095960e-06 3.3719950e-06 2.6920883e-04 1.6288569e-02 2.6231822e-01
 5.9349310e-01 1.2596741e-01 1.6385720e-03 1.8219976e-05]",Black,Male,Black
detected_faces/CFD-BF-004-008-HC_face0.jpg,Black,Black,Female,20-29,"[5.1859155e-07 9.9984080e-01 7.3839714e-05 7.6431672e-07 1.0392201e-05
 7.3357718e-05 2.9036008e-07]",[2.5473148e-06 9.9984711e-01 2.5769968e-05 1.2451867e-04],[0.00197722 0.9980228 ],"[4.1905882e-06 3.3388336e-03 1.8855159e-01 6.4091206e-01 1.5833022e-01
 8.6429976e-03 2.1758181e-04 2.4711505e-06 7.7636713e-08]",Black,Female,Black
detected_faces/CFD-WM-004-010-N_face0.jpg,White,White,Male,20-29,"[9.7197551e-01 1.9064304e-05 1.3851973e-02 1.2829457e-03 9.8695490e-04
 2.1914030e-04 1.1664430e-02]",[9.9468184e-01 7.1840463e-05 3.9139269e-03 1.3324057e-03],[9.9998802e-01 1.1944236e-05],"[4.0779986e-07 2.2608548e-04 1.3717540e-01 8.0594069e-01 5.6005467e-02
 6.4797787e-04 3.7796790e-06 4.7757844e-08 1.3754788e-09]",White,Male,White
detected_faces/CFD-WF-231-099-N_face0.jpg,White,White,Female,20-29,"[9.9992573e-01 2.8673028e-09 6.8862269e-06 1.6777948e-07 4.6588283e-08
 1.2660942e-07 6.7124864e-05]",[9.9998724e-01 1.0542904e-06 2.3185755e-06 9.4083180e-06],[9.014383e-06 9.999910e-01],"[3.9833825e-09 3.8086741e-06 7.2427634e-03 6.1205316e-01 3.6000913e-01
 2.0583805e-02 1.0680563e-04 6.0302705e-07 1.1712559e-08]",White,Female,White
detected_faces/CFD-BM-001-007-F_face0.jpg,Black,Black,Male,20-29,"[1.6444072e-06 9.9994779e-01 3.4636731e-05 2.8445752e-08 8.2018323e-07
 1.2152028e-05 2.9485891e-06]",[4.0091868e-06 9.9999058e-01 3.5156329e-06 1.9270476e-06],[9.9999523e-01 4.7589497e-06],"[3.7524644e-06 6.0457957e-04 3.5425503e-02 6.0119319e-01 3.2365853e-01
 3.8096957e-02 9.9272979e-04 2.3319002e-05 1.5110099e-06]",Black,Male,Black
detected_faces/CFD-IM-726-248-N_face0.jpg,Indian,Indian,Male,30-39,"[1.8935880e-03 9.1288646e-04 6.4023376e-02 2.4397210e-05 4.4976370e-04
 9.2771226e-01 4.9836952e-03]",[2.6333032e-03 7.4813381e-04 2.9461880e-04 9.9632400e-01],[9.9997443e-01 2.5584108e-05],"[5.9142244e-06 9.1599206e-05 1.5536391e-03 1.7401572e-01 7.8040683e-01
 4.3624274e-02 2.9965310e-04 2.2594861e-06 3.6073924e-08]",Indian Asian,Male,Indian
detected_faces/CFD-IF-619-197-N_face0.jpg,Indian,Indian,Female,20-29,"[3.2138256e-03 5.6544470e-04 1.2984592e-01 6.5165201e-05 5.0178816e-04
 8.6301231e-01 2.7955314e-03]",[2.0070849e-03 2.3635368e-04 2.3741693e-04 9.9751914e-01],[0.03023362 0.9697664 ],"[6.1441375e-07 6.5527071e-04 1.3095668e-01 6.3731200e-01 2.2117537e-01
 9.8438980e-03 5.5632889e-05 5.3068669e-07 5.2020934e-09]",Indian Asian,Female,Indian
detected_faces/CFD-WM-227-099-N_face0.jpg,White,White,Male,20-29,"[8.0169666e-01 4.4523138e-05 1.0577219e-01 2.5406990e-03 2.5563287e-03
 1.0226017e-03 8.6367019e-02]",[0.92477816 0.00104978 0.04496599 0.029206  ],[9.9998003e-01 2.0019881e-05],"[9.6745758e-09 7.6476454e-06 9.8371185e-02 8.9492321e-01 6.6866158e-03
 1.1353016e-05 1.7960152e-08 3.8872741e-10 6.0293806e-12]",White,Male,White
detected_faces/CFD-BM-249-235-N_face0.jpg,Black,Black,Male,10-19,"[4.6383440e-05 9.8393863e-01 1.7960909e-03 2.2523636e-06 7.3709984e-05
 1.3770899e-02 3.7202830e-04]",[8.3462046e-06 9.9824572e-01 3.1941803e-05 1.7139406e-03],[0.9971542 0.0028458],"[7.2902083e-07 1.6850034e-02 9.1121370e-01 7.1090363e-02 8.2634395e-04
 1.8677585e-05 1.3289282e-07 7.7044122e-09 3.1685510e-10]",Black,Male,Black
detected_faces/CFD-WF-002-008-HC_face0.jpg,White,White,Female,20-29,"[9.9951017e-01 1.7813349e-08 4.8537313e-05 5.2187229e-06 3.0827068e-06
 2.1751312e-06 4.3082624e-04]",[9.9991763e-01 5.4920434e-07 2.1433003e-05 6.0331171e-05],[0.03124173 0.9687583 ],"[3.6366521e-07 6.3521496e-05 4.9575835e-02 6.2120831e-01 2.8597346e-01
 4.2540595e-02 6.2970427e-04 7.9818983e-06 2.5483473e-07]",White,Female,White
detected_faces/CFD-WM-024-003-HO_face0.jpg,White,White,Male,10-19,"[8.6446804e-01 1.0871600e-04 6.6611335e-02 1.9558568e-03 1.8152354e-03
 2.2397275e-04 6.4816818e-02]",[0.9856936  0.00177566 0.00474936 0.0077814 ],[9.999203e-01 7.972621e-05],"[5.7704966e-08 6.5024616e-04 7.4238026e-01 2.5492835e-01 2.0138600e-03
 2.7034086e-05 1.7541504e-07 5.2471085e-09 1.2855608e-10]",White,Male,White
detected_faces/CFD-AM-219-101-N_face0.jpg,East Asian,Asian,Male,30-39,"[3.5550480e-03 7.2309616e-05 2.9876670e-02 6.8464023e-01 2.8128195e-01
 2.3595264e-04 3.3789227e-04]",[9.840380e-03 2.919894e-04 9.842370e-01 5.630624e-03],[9.9999875e-01 1.2634869e-06],"[1.8638426e-08 4.4698453e-07 7.9800631e-04 3.3885941e-01 6.2055242e-01
 3.9020196e-02 7.5946550e-04 9.9929912e-06 9.7642634e-08]",Asian America,Male,East Asian
detected_faces/CFD-BF-020-002-N_face0.jpg,Black,Black,Female,20-29,"[5.2613409e-06 9.9493492e-01 2.1639133e-03 1.2696843e-05 1.7286645e-03
 1.1536134e-03 8.6354754e-07]",[1.5884697e-06 9.9982953e-01 6.9749512e-05 9.9120727e-05],[0.01934627 0.9806537 ],"[1.1994784e-07 4.4498225e-05 5.2347124e-02 6.8266296e-01 2.4983330e-01
 1.4687630e-02 4.2238721e-04 2.0041302e-06 2.9613162e-08]",Black,Female,Black
detected_faces/CFD-AM-218-085-N_face0.jpg,Southeast Asian,Asian,Male,20-29,"[1.1493976e-04 6.7815585e-05 6.8207802e-03 3.6394718e-01 6.2886477e-01
 1.7566838e-04 8.9511141e-06]",[1.3387766e-04 1.3672148e-03 9.9810165e-01 3.9722849e-04],[9.9998254e-01 1.7409400e-05],"[6.1093527e-07 2.0789941e-04 5.3940039e-02 6.2933022e-01 3.0109918e-01
 1.5125992e-02 2.9002270e-04 5.9169588e-06 1.1258255e-07]",Asian America,Male,Southeast Asian
detected_faces/CFD-WF-234-086-N_face0.jpg,White,White,Female,20-29,"[9.9952698e-01 1.4305728e-06 1.9104048e-04 5.1125528e-05 1.4876258e-05
 9.7903614e-07 2.1348763e-04]",[9.9811864e-01 1.0924634e-04 1.7235794e-03 4.8532671e-05],[0.03948417 0.9605158 ],"[2.3888701e-06 3.0344410e-03 2.8648478e-01 6.7026579e-01 3.9564617e-02
 6.4135221e-04 6.3802618e-06 1.3659761e-07 4.8277395e-09]",White,Female,White
