filename,mean_perceived_age,source_sheet
082_m_m_h_b.jpg,54.63,Happy Faces_Perceived Age
087_m_m_h_a.jpg,40.43,Happy Faces_Perceived Age
087_m_m_h_b.jpg,41.37,Happy Faces_Perceived Age
092_m_m_h_a.jpg,56.38,Happy Faces_Perceived Age
092_m_m_h_b.jpg,58.55,Happy Faces_Perceived Age
094_m_m_h_a.jpg,48.05,Happy Faces_Perceived Age
094_m_m_h_b.jpg,50.18,Happy Faces_Perceived Age
104_m_m_h_a.jpg,44.23,Happy Faces_Perceived Age
104_m_m_h_b.jpg,45.68,Happy Faces_Perceived Age
108_m_m_h_a.jpg,49.56,Happy Faces_Perceived Age
108_m_m_h_b.jpg,51.01,Happy Faces_Perceived Age
116_m_m_h_a.jpg,46.08,Happy Faces_Perceived Age
116_m_m_h_b.jpg,47.93,Happy Faces_Perceived Age
126_m_m_h_a.jpg,44.51,Happy Faces_Perceived Age
126_m_m_h_b.jpg,46.39,Happy Faces_Perceived Age
136_m_m_h_a.jpg,54.86,Happy Faces_Perceived Age
136_m_m_h_b.jpg,55.03,Happy Faces_Perceived Age
142_m_m_h_a.jpg,58.3,Happy Faces_Perceived Age
142_m_m_h_b.jpg,59.06,Happy Faces_Perceived Age
149_m_m_h_a.jpg,45.95,Happy Faces_Perceived Age
149_m_m_h_b.jpg,48.63,Happy Faces_Perceived Age
155_m_m_h_a.jpg,37.56,Happy Faces_Perceived Age
155_m_m_h_b.jpg,37.17,Happy Faces_Perceived Age
159_m_m_h_a.jpg,50.23,Happy Faces_Perceived Age
159_m_m_h_b.jpg,50.85,Happy Faces_Perceived Age
165_m_m_h_a.jpg,46.27,Happy Faces_Perceived Age
165_m_m_h_b.jpg,49.24,Happy Faces_Perceived Age
169_m_m_h_a.jpg,53.13,Happy Faces_Perceived Age
169_m_m_h_b.jpg,55.1,Happy Faces_Perceived Age
178_m_m_h_a.jpg,45.66,Happy Faces_Perceived Age
178_m_m_h_b.jpg,48.03,Happy Faces_Perceived Age
179_m_m_h_a.jpg,43.8,Happy Faces_Perceived Age
179_m_m_h_b.jpg,44.91,Happy Faces_Perceived Age
005_o_f_h_a.jpg,65.07,Happy Faces_Perceived Age
005_o_f_h_b.jpg,66.91,Happy Faces_Perceived Age
012_o_f_h_a.jpg,58.76,Happy Faces_Perceived Age
012_o_f_h_b.jpg,61.59,Happy Faces_Perceived Age
021_o_f_h_a.jpg,68.32,Happy Faces_Perceived Age
021_o_f_h_b.jpg,69.5,Happy Faces_Perceived Age
024_o_f_h_a.jpg,60.71,Happy Faces_Perceived Age
024_o_f_h_b.jpg,61.4,Happy Faces_Perceived Age
030_o_f_h_a.jpg,62.97,Happy Faces_Perceived Age
030_o_f_h_b.jpg,63.24,Happy Faces_Perceived Age
036_o_f_h_a.jpg,62.34,Happy Faces_Perceived Age
036_o_f_h_b.jpg,62.27,Happy Faces_Perceived Age
044_o_f_h_a.jpg,66.51,Happy Faces_Perceived Age
044_o_f_h_b.jpg,66.56,Happy Faces_Perceived Age
047_o_f_h_a.jpg,64.69,Happy Faces_Perceived Age
047_o_f_h_b.jpg,67.3,Happy Faces_Perceived Age
055_o_f_h_a.jpg,58.76,Happy Faces_Perceived Age
055_o_f_h_b.jpg,61.51,Happy Faces_Perceived Age
060_o_f_h_a.jpg,63.29,Happy Faces_Perceived Age
060_o_f_h_b.jpg,67.48,Happy Faces_Perceived Age
067_o_f_h_a.jpg,67.69,Happy Faces_Perceived Age
067_o_f_h_b.jpg,69.79,Happy Faces_Perceived Age
075_o_f_h_a.jpg,68.78,Happy Faces_Perceived Age
075_o_f_h_b.jpg,70.45,Happy Faces_Perceived Age
079_o_f_h_a.jpg,70.45,Happy Faces_Perceived Age
079_o_f_h_b.jpg,72.29,Happy Faces_Perceived Age
086_o_f_h_a.jpg,64.2,Happy Faces_Perceived Age
086_o_f_h_b.jpg,64.0,Happy Faces_Perceived Age
088_o_f_h_a.jpg,78.28,Happy Faces_Perceived Age
088_o_f_h_b.jpg,79.53,Happy Faces_Perceived Age
096_o_f_h_a.jpg,65.11,Happy Faces_Perceived Age
096_o_f_h_b.jpg,68.12,Happy Faces_Perceived Age
100_o_f_h_a.jpg,60.92,Happy Faces_Perceived Age
100_o_f_h_b.jpg,65.53,Happy Faces_Perceived Age
110_o_f_h_a.jpg,67.14,Happy Faces_Perceived Age
110_o_f_h_b.jpg,68.88,Happy Faces_Perceived Age
112_o_f_h_a.jpg,80.23,Happy Faces_Perceived Age
112_o_f_h_b.jpg,81.21,Happy Faces_Perceived Age
120_o_f_h_a.jpg,67.58,Happy Faces_Perceived Age
120_o_f_h_b.jpg,69.57,Happy Faces_Perceived Age
124_o_f_h_a.jpg,66.4,Happy Faces_Perceived Age
124_o_f_h_b.jpg,69.91,Happy Faces_Perceived Age
130_o_f_h_a.jpg,63.45,Happy Faces_Perceived Age
130_o_f_h_b.jpg,66.81,Happy Faces_Perceived Age
133_o_f_h_a.jpg,62.09,Happy Faces_Perceived Age
133_o_f_h_b.jpg,63.18,Happy Faces_Perceived Age
143_o_f_h_a.jpg,68.46,Happy Faces_Perceived Age
143_o_f_h_b.jpg,69.82,Happy Faces_Perceived Age
148_o_f_h_a.jpg,65.17,Happy Faces_Perceived Age
148_o_f_h_b.jpg,64.09,Happy Faces_Perceived Age
154_o_f_h_a.jpg,71.17,Happy Faces_Perceived Age
154_o_f_h_b.jpg,71.65,Happy Faces_Perceived Age
158_o_f_h_a.jpg,64.16,Happy Faces_Perceived Age
158_o_f_h_b.jpg,66.34,Happy Faces_Perceived Age
164_o_f_h_a.jpg,70.52,Happy Faces_Perceived Age
164_o_f_h_b.jpg,72.79,Happy Faces_Perceived Age
174_o_f_h_a.jpg,59.85,Happy Faces_Perceived Age
174_o_f_h_b.jpg,62.88,Happy Faces_Perceived Age
004_o_m_h_a.jpg,69.11,Happy Faces_Perceived Age
004_o_m_h_b.jpg,72.41,Happy Faces_Perceived Age
015_o_m_h_a.jpg,70.21,Happy Faces_Perceived Age
015_o_m_h_b.jpg,72.39,Happy Faces_Perceived Age
018_o_m_h_a.jpg,65.2,Happy Faces_Perceived Age
018_o_m_h_b.jpg,69.2,Happy Faces_Perceived Age
027_o_m_h_a.jpg,68.64,Happy Faces_Perceived Age
027_o_m_h_b.jpg,71.33,Happy Faces_Perceived Age
033_o_m_h_a.jpg,57.63,Happy Faces_Perceived Age
033_o_m_h_b.jpg,58.74,Happy Faces_Perceived Age
039_o_m_h_a.jpg,69.49,Happy Faces_Perceived Age
039_o_m_h_b.jpg,74.6,Happy Faces_Perceived Age
042_o_m_h_a.jpg,72.18,Happy Faces_Perceived Age
042_o_m_h_b.jpg,74.71,Happy Faces_Perceived Age
046_o_m_h_a.jpg,67.63,Happy Faces_Perceived Age
046_o_m_h_b.jpg,67.76,Happy Faces_Perceived Age
053_o_m_h_a.jpg,67.67,Happy Faces_Perceived Age
053_o_m_h_b.jpg,68.1,Happy Faces_Perceived Age
059_o_m_h_a.jpg,72.42,Happy Faces_Perceived Age
059_o_m_h_b.jpg,73.65,Happy Faces_Perceived Age
065_o_m_h_a.jpg,69.11,Happy Faces_Perceived Age
065_o_m_h_b.jpg,72.75,Happy Faces_Perceived Age
074_o_m_h_a.jpg,65.29,Happy Faces_Perceived Age
074_o_m_h_b.jpg,68.36,Happy Faces_Perceived Age
076_o_m_h_a.jpg,69.18,Happy Faces_Perceived Age
076_o_m_h_b.jpg,70.55,Happy Faces_Perceived Age
083_o_m_h_a.jpg,69.53,Happy Faces_Perceived Age
083_o_m_h_b.jpg,71.51,Happy Faces_Perceived Age
091_o_m_h_a.jpg,70.17,Happy Faces_Perceived Age
091_o_m_h_b.jpg,71.17,Happy Faces_Perceived Age
102_o_m_h_a.jpg,65.28,Happy Faces_Perceived Age
102_o_m_h_b.jpg,67.02,Happy Faces_Perceived Age
107_o_m_h_a.jpg,67.35,Happy Faces_Perceived Age
107_o_m_h_b.jpg,68.49,Happy Faces_Perceived Age
118_o_m_h_a.jpg,68.94,Happy Faces_Perceived Age
118_o_m_h_b.jpg,71.33,Happy Faces_Perceived Age
121_o_m_h_a.jpg,67.14,Happy Faces_Perceived Age
121_o_m_h_b.jpg,68.25,Happy Faces_Perceived Age
131_o_m_h_a.jpg,65.58,Happy Faces_Perceived Age
131_o_m_h_b.jpg,69.99,Happy Faces_Perceived Age
137_o_m_h_a.jpg,63.59,Happy Faces_Perceived Age
137_o_m_h_b.jpg,66.15,Happy Faces_Perceived Age
141_o_m_h_a.jpg,63.38,Happy Faces_Perceived Age
141_o_m_h_b.jpg,65.24,Happy Faces_Perceived Age
146_o_m_h_a.jpg,68.64,Happy Faces_Perceived Age
146_o_m_h_b.jpg,69.85,Happy Faces_Perceived Age
151_o_m_h_a.jpg,69.17,Happy Faces_Perceived Age
151_o_m_h_b.jpg,70.55,Happy Faces_Perceived Age
161_o_m_h_a.jpg,73.58,Happy Faces_Perceived Age
161_o_m_h_b.jpg,76.25,Happy Faces_Perceived Age
166_o_m_h_a.jpg,65.61,Happy Faces_Perceived Age
166_o_m_h_b.jpg,68.96,Happy Faces_Perceived Age
172_o_m_h_a.jpg,70.67,Happy Faces_Perceived Age
172_o_m_h_b.jpg,74.03,Happy Faces_Perceived Age
176_o_m_h_a.jpg,55.94,Happy Faces_Perceived Age
176_o_m_h_b.jpg,59.47,Happy Faces_Perceived Age
010_y_f_a_a.jpg,32.53,Angry Faces_Perceived Age
010_y_f_a_b.jpg,33.45,Angry Faces_Perceived Age
020_y_f_a_a.jpg,22.78,Angry Faces_Perceived Age
020_y_f_a_b.jpg,25.41,Angry Faces_Perceived Age
022_y_f_a_a.jpg,24.26,Angry Faces_Perceived Age
022_y_f_a_b.jpg,23.47,Angry Faces_Perceived Age
028_y_f_a_a.jpg,28.63,Angry Faces_Perceived Age
028_y_f_a_b.jpg,29.22,Angry Faces_Perceived Age
034_y_f_a_a.jpg,26.87,Angry Faces_Perceived Age
034_y_f_a_b.jpg,27.58,Angry Faces_Perceived Age
040_y_f_a_a.jpg,23.72,Angry Faces_Perceived Age
040_y_f_a_b.jpg,24.24,Angry Faces_Perceived Age
048_y_f_a_a.jpg,25.06,Angry Faces_Perceived Age
048_y_f_a_b.jpg,26.63,Angry Faces_Perceived Age
054_y_f_a_a.jpg,24.94,Angry Faces_Perceived Age
054_y_f_a_b.jpg,24.76,Angry Faces_Perceived Age
063_y_f_a_a.jpg,32.58,Angry Faces_Perceived Age
063_y_f_a_b.jpg,29.92,Angry Faces_Perceived Age
069_y_f_a_a.jpg,26.14,Angry Faces_Perceived Age
069_y_f_a_b.jpg,26.44,Angry Faces_Perceived Age
071_y_f_a_a.jpg,24.27,Angry Faces_Perceived Age
071_y_f_a_b.jpg,26.09,Angry Faces_Perceived Age
085_y_f_a_a.jpg,30.22,Angry Faces_Perceived Age
085_y_f_a_b.jpg,32.27,Angry Faces_Perceived Age
090_y_f_a_a.jpg,24.72,Angry Faces_Perceived Age
090_y_f_a_b.jpg,25.49,Angry Faces_Perceived Age
098_y_f_a_a.jpg,27.43,Angry Faces_Perceived Age
098_y_f_a_b.jpg,28.91,Angry Faces_Perceived Age
101_y_f_a_a.jpg,27.14,Angry Faces_Perceived Age
101_y_f_a_b.jpg,28.82,Angry Faces_Perceived Age
106_y_f_a_a.jpg,25.78,Angry Faces_Perceived Age
106_y_f_a_b.jpg,28.45,Angry Faces_Perceived Age
115_y_f_a_a.jpg,27.53,Angry Faces_Perceived Age
115_y_f_a_b.jpg,28.85,Angry Faces_Perceived Age
125_y_f_a_a.jpg,24.88,Angry Faces_Perceived Age
125_y_f_a_b.jpg,24.55,Angry Faces_Perceived Age
132_y_f_a_a.jpg,27.77,Angry Faces_Perceived Age
132_y_f_a_b.jpg,29.12,Angry Faces_Perceived Age
134_y_f_a_a.jpg,27.76,Angry Faces_Perceived Age
134_y_f_a_b.jpg,29.82,Angry Faces_Perceived Age
140_y_f_a_a.jpg,28.02,Angry Faces_Perceived Age
140_y_f_a_b.jpg,25.44,Angry Faces_Perceived Age
150_y_f_a_a.jpg,23.73,Angry Faces_Perceived Age
150_y_f_a_b.jpg,24.03,Angry Faces_Perceived Age
152_y_f_a_a.jpg,23.8,Angry Faces_Perceived Age
152_y_f_a_b.jpg,24.89,Angry Faces_Perceived Age
162_y_f_a_a.jpg,30.16,Angry Faces_Perceived Age
162_y_f_a_b.jpg,31.49,Angry Faces_Perceived Age
163_y_f_a_a.jpg,31.83,Angry Faces_Perceived Age
163_y_f_a_b.jpg,33.06,Angry Faces_Perceived Age
171_y_f_a_a.jpg,32.84,Angry Faces_Perceived Age
171_y_f_a_b.jpg,33.94,Angry Faces_Perceived Age
173_y_f_a_a.jpg,27.14,Angry Faces_Perceived Age
173_y_f_a_b.jpg,27.68,Angry Faces_Perceived Age
177_y_f_a_a.jpg,26.1,Angry Faces_Perceived Age
177_y_f_a_b.jpg,28.56,Angry Faces_Perceived Age
182_y_f_a_a.jpg,27.48,Angry Faces_Perceived Age
182_y_f_a_b.jpg,28.52,Angry Faces_Perceived Age
008_y_m_a_a.jpg,33.72,Angry Faces_Perceived Age
008_y_m_a_b.jpg,33.4,Angry Faces_Perceived Age
013_y_m_a_a.jpg,26.6,Angry Faces_Perceived Age
013_y_m_a_b.jpg,28.88,Angry Faces_Perceived Age
016_y_m_a_a.jpg,25.13,Angry Faces_Perceived Age
016_y_m_a_b.jpg,24.48,Angry Faces_Perceived Age
025_y_m_a_a.jpg,33.06,Angry Faces_Perceived Age
025_y_m_a_b.jpg,34.67,Angry Faces_Perceived Age
031_y_m_a_a.jpg,27.38,Angry Faces_Perceived Age
031_y_m_a_b.jpg,29.8,Angry Faces_Perceived Age
037_y_m_a_a.jpg,26.02,Angry Faces_Perceived Age
037_y_m_a_b.jpg,27.44,Angry Faces_Perceived Age
041_y_m_a_a.jpg,36.34,Angry Faces_Perceived Age
041_y_m_a_b.jpg,35.89,Angry Faces_Perceived Age
049_y_m_a_a.jpg,27.88,Angry Faces_Perceived Age
049_y_m_a_b.jpg,29.88,Angry Faces_Perceived Age
057_y_m_a_a.jpg,28.58,Angry Faces_Perceived Age
057_y_m_a_b.jpg,29.54,Angry Faces_Perceived Age
062_y_m_a_a.jpg,33.2,Angry Faces_Perceived Age
062_y_m_a_b.jpg,34.21,Angry Faces_Perceived Age
066_y_m_a_a.jpg,26.18,Angry Faces_Perceived Age
066_y_m_a_b.jpg,25.31,Angry Faces_Perceived Age
072_y_m_a_a.jpg,28.03,Angry Faces_Perceived Age
072_y_m_a_b.jpg,28.94,Angry Faces_Perceived Age
081_y_m_a_a.jpg,34.83,Angry Faces_Perceived Age
081_y_m_a_b.jpg,35.67,Angry Faces_Perceived Age
089_y_m_a_a.jpg,28.26,Angry Faces_Perceived Age
089_y_m_a_b.jpg,29.75,Angry Faces_Perceived Age
099_y_m_a_a.jpg,27.25,Angry Faces_Perceived Age
099_y_m_a_b.jpg,27.35,Angry Faces_Perceived Age
105_y_m_a_a.jpg,28.82,Angry Faces_Perceived Age
105_y_m_a_b.jpg,30.36,Angry Faces_Perceived Age
109_y_m_a_a.jpg,28.77,Angry Faces_Perceived Age
109_y_m_a_b.jpg,28.55,Angry Faces_Perceived Age
114_y_m_a_a.jpg,37.58,Angry Faces_Perceived Age
114_y_m_a_b.jpg,38.21,Angry Faces_Perceived Age
