face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0024_face0.png,Latino_Hispanic,Asian,Male,40-49,"[0.0053962  0.00951333 0.43106055 0.02026367 0.41142404 0.11691255
 0.00542971]",[0.00184705 0.00595724 0.8392895  0.15290624],[9.9999851e-01 1.5097162e-06],"[5.3881711e-05 1.1921006e-03 9.4420761e-03 1.5802925e-02 1.6484639e-01
 5.5466610e-01 2.3895162e-01 1.4852563e-02 1.9230731e-04]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0025_face0.png,Southeast Asian,Asian,Female,20-29,"[2.4941198e-03 1.8838702e-05 7.8311943e-02 2.9268932e-01 4.6708250e-01
 1.5696366e-01 2.4396474e-03]",[3.0744113e-03 1.1673764e-05 9.3807244e-01 5.8841389e-02],[0.00573956 0.99426043],"[4.0776112e-07 1.9652352e-03 3.2277134e-01 6.5222567e-01 2.2821318e-02
 2.1501078e-04 9.2582911e-07 9.7154910e-08 2.5383449e-09]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0026_face0.png,White,White,Male,20-29,"[4.4539911e-01 4.4092792e-04 2.9358375e-01 5.6968391e-05 3.4223820e-04
 3.0153401e-02 2.3002365e-01]",[7.8393859e-01 6.6917430e-04 1.2830048e-03 2.1410921e-01],[9.9999863e-01 1.3884658e-06],"[3.9356355e-08 2.2349406e-05 1.7259413e-02 8.7150526e-01 1.1056813e-01
 6.4399967e-04 7.9386115e-07 9.7893151e-09 1.5657818e-10]",White,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0027_face0.png,East Asian,Asian,Female,20-29,"[1.0908674e-03 3.5085846e-05 1.6877243e-02 6.2629932e-01 3.4841201e-01
 6.8394747e-03 4.4598462e-04]",[1.6166313e-03 1.5352925e-06 9.9186438e-01 6.5174899e-03],[6.8650546e-04 9.9931353e-01],"[8.0937809e-08 1.6704119e-04 6.7197494e-02 8.1082916e-01 1.1908649e-01
 2.7060031e-03 1.2995113e-05 6.6229228e-07 1.1672523e-08]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0028_face0.png,East Asian,Asian,Female,20-29,"[6.01000676e-04 1.37322468e-06 3.33960634e-03 8.78854692e-01
 1.15403675e-01 1.56234065e-03 2.37376982e-04]",[3.3609909e-03 2.4639310e-06 9.9327356e-01 3.3629758e-03],[0.10769925 0.8923007 ],"[1.6107201e-07 3.5645923e-04 2.6183823e-01 7.1813577e-01 1.9554608e-02
 1.1415441e-04 5.2809446e-07 6.3102817e-08 1.4772821e-09]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0029_face0.png,Latino_Hispanic,Asian,Female,30-39,"[7.5676762e-02 4.6688452e-04 8.7753665e-01 1.5769030e-03 9.6925339e-03
 2.5059845e-02 9.9904807e-03]",[2.5004143e-01 3.7280345e-04 4.9722603e-01 2.5235978e-01],[0.34766504 0.652335  ],"[3.6454395e-07 1.4572549e-05 8.0333157e-03 1.8956137e-01 6.5950096e-01
 1.3842358e-01 4.4075022e-03 5.7593814e-05 6.7390999e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0030_face0.png,Latino_Hispanic,Indian,Male,20-29,"[0.10590204 0.00165495 0.5696433  0.00062043 0.0036636  0.22759983
 0.09091575]",[0.25776318 0.00220453 0.05862545 0.6814068 ],[9.9997276e-01 2.7257744e-05],"[2.9828837e-07 6.1364071e-06 4.8117931e-03 5.6361645e-01 4.1227612e-01
 1.9066814e-02 2.1809075e-04 4.0903515e-06 9.5637937e-08]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0031_face0.png,Latino_Hispanic,White,Male,30-39,"[3.3887967e-01 1.1773879e-03 3.5988411e-01 2.6303913e-05 1.7717556e-04
 9.5352776e-02 2.0450257e-01]",[8.5686564e-01 4.2067114e-03 7.2137133e-04 1.3820630e-01],[9.9970120e-01 2.9880437e-04],"[1.5873859e-06 2.5242427e-05 2.8618518e-03 2.3093039e-01 6.6505849e-01
 9.9706560e-02 1.4064786e-03 9.2241116e-06 2.0982981e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0032_face0.png,East Asian,Asian,Female,20-29,"[2.8317535e-04 2.6666748e-06 2.6856326e-03 7.8170907e-01 2.1309319e-01
 2.0581165e-03 1.6818047e-04]",[9.0718931e-03 2.5961857e-05 9.4390059e-01 4.7001611e-02],[0.01041644 0.9895836 ],"[2.8381297e-07 5.3469889e-04 2.0447996e-01 7.3919302e-01 5.4826971e-02
 9.5373287e-04 9.5858850e-06 1.7305737e-06 5.2952164e-08]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0033_face0.png,Latino_Hispanic,Indian,Male,30-39,"[0.02278871 0.00758261 0.6437758  0.00214498 0.01726317 0.18133377
 0.12511094]",[0.09607149 0.00497588 0.02081423 0.8781384 ],[9.9999851e-01 1.4353429e-06],"[1.34825893e-06 1.72227592e-05 1.30969018e-03 3.10966313e-01
 6.34096205e-01 5.29879816e-02 6.12883596e-04 8.18223816e-06
 1.13506154e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0034_face0.png,East Asian,Asian,Male,20-29,"[1.7718584e-04 1.4778462e-06 1.8643457e-03 7.0834816e-01 2.8923601e-01
 3.4755704e-04 2.5271518e-05]",[3.2291831e-05 1.6434029e-07 9.9985015e-01 1.1742972e-04],[0.92348415 0.07651586],"[1.0589606e-07 2.1413476e-05 4.1407745e-02 7.8596622e-01 1.6842251e-01
 4.1366341e-03 4.1252038e-05 4.0369214e-06 6.1336529e-08]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0035_face0.png,East Asian,Asian,Female,20-29,"[5.6034140e-04 3.1331419e-06 6.1728349e-03 7.7015269e-01 2.2138248e-01
 1.6015328e-03 1.2707591e-04]",[1.1551351e-03 2.9784574e-06 9.9585903e-01 2.9827845e-03],[0.02333288 0.9766671 ],"[5.52022321e-08 1.09776614e-04 1.73352167e-01 7.90358007e-01
 3.58809270e-02 2.97831924e-04 1.13393719e-06 1.02023300e-07
 1.78000681e-09]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0036_face0.png,East Asian,Asian,Female,30-39,"[5.2362104e-04 9.6239739e-07 3.7076450e-03 7.2595638e-01 2.6958740e-01
 1.8739411e-04 3.6568614e-05]",[1.7076489e-03 2.3708540e-06 9.9676818e-01 1.5218318e-03],[0.25535363 0.7446463 ],"[1.3949671e-07 7.2894159e-06 4.7609406e-03 2.3745607e-01 6.1279225e-01
 1.3628891e-01 8.2295388e-03 4.5894098e-04 5.8605347e-06]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0037_face0.png,Southeast Asian,Asian,Female,30-39,"[4.5850617e-04 8.1431826e-06 1.3316650e-02 3.6928385e-01 6.0981834e-01
 7.0340894e-03 8.0410995e-05]",[1.2049505e-03 1.5763695e-06 9.9581438e-01 2.9790860e-03],[0.02685299 0.97314703],"[3.4128036e-07 5.0934275e-05 1.4613819e-02 4.5186883e-01 4.8551220e-01
 4.6571165e-02 1.3089621e-03 7.2909235e-05 8.8051644e-07]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0038_face0.png,Indian,Indian,Male,30-39,"[1.0702182e-02 4.4590868e-03 3.2427001e-01 5.0639654e-05 1.3894505e-03
 6.4601600e-01 1.3112545e-02]",[0.01366472 0.01372161 0.00802211 0.9645915 ],[9.999991e-01 8.998770e-07],"[2.5125498e-06 1.5152426e-04 6.8402528e-03 7.4766263e-02 4.5380166e-01
 4.3574119e-01 2.8379207e-02 3.1285072e-04 4.6372852e-06]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0039_face0.png,East Asian,Asian,Female,20-29,"[5.0775084e-04 5.8566179e-06 1.0662099e-02 8.1066549e-01 1.7279288e-01
 5.0907405e-03 2.7512791e-04]",[1.0222299e-03 2.3015782e-05 9.7166210e-01 2.7292710e-02],[4.539793e-04 9.995460e-01],"[9.4165600e-08 9.4336789e-04 2.5633386e-01 7.3369169e-01 8.9876242e-03
 4.3333741e-05 9.2008825e-08 8.1735552e-09 1.7085099e-10]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0040_face0.png,East Asian,Asian,Female,20-29,"[2.6358102e-04 1.0146503e-06 7.0880970e-04 8.3133996e-01 1.6734071e-01
 3.3001785e-04 1.5863736e-05]",[4.0269820e-03 3.1521688e-07 9.9397784e-01 1.9948501e-03],[0.01882159 0.98117846],"[3.5228470e-07 1.1199751e-03 2.5214767e-01 7.2456414e-01 2.1948377e-02
 2.1843337e-04 1.0229612e-06 9.4867254e-08 3.1931890e-09]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0041_face0.png,East Asian,Asian,Female,30-39,"[3.4332480e-03 3.3790624e-05 5.4406144e-02 5.0879031e-01 4.2374235e-01
 9.1345254e-03 4.5966450e-04]",[4.5302338e-03 4.0912637e-05 9.7758251e-01 1.7846307e-02],[0.00896008 0.99103993],"[1.1753953e-07 2.1157297e-05 1.3542629e-02 4.7243661e-01 4.7531378e-01
 3.7652150e-02 9.7120018e-04 6.1619889e-05 7.6629607e-07]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0042_face0.png,Latino_Hispanic,White,Male,30-39,"[1.4018202e-01 6.1028195e-04 6.2742221e-01 2.3877730e-03 1.6905110e-02
 1.4770062e-01 6.4792022e-02]",[0.42393002 0.00101326 0.15687107 0.4181857 ],[9.9999464e-01 5.4100628e-06],"[1.3528909e-06 2.8443859e-05 2.4167576e-03 1.0320505e-01 6.7247075e-01
 2.1732982e-01 4.4940035e-03 5.3099746e-05 7.3339942e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0043_face0.png,East Asian,Asian,Female,20-29,"[9.7433128e-04 8.3242849e-06 1.5207126e-02 6.8958658e-01 2.8806731e-01
 5.9279036e-03 2.2852993e-04]",[8.7853884e-03 6.0538456e-05 8.9868546e-01 9.2468634e-02],[0.0099246 0.9900754],"[4.1668534e-07 9.5906056e-04 1.9454716e-01 7.3999631e-01 6.2331036e-02
 2.1502487e-03 1.3719586e-05 2.0423465e-06 6.9105923e-08]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0044_face0.png,Latino_Hispanic,Indian,Male,20-29,"[1.3979235e-01 4.1698478e-03 4.6280867e-01 9.1657530e-05 5.7724502e-04
 4.2015102e-02 3.5054511e-01]",[0.40967658 0.00498205 0.00437704 0.5809644 ],[9.9999988e-01 1.4337871e-07],"[1.9507640e-08 3.3905692e-06 1.0240329e-02 8.5279250e-01 1.3586883e-01
 1.0925131e-03 2.3409345e-06 2.8241047e-08 3.9394188e-10]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0045_face0.png,Indian,Indian,Male,30-39,"[2.6458364e-02 3.5466786e-04 3.1605959e-01 4.7796639e-04 3.5572778e-03
 6.3399452e-01 1.9097574e-02]",[1.2996408e-01 1.9051762e-04 2.6406150e-02 8.4343928e-01],[9.9999428e-01 5.7708353e-06],"[8.0222844e-07 1.2828717e-05 2.9333669e-03 3.9401639e-01 5.5766559e-01
 4.4916250e-02 4.4683740e-04 7.7549930e-06 1.3339539e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0046_face0.png,White,White,Male,20-29,"[8.1574380e-01 1.8834467e-05 4.0261339e-02 9.2067376e-06 4.8923572e-05
 9.8891566e-03 1.3402869e-01]",[9.9328274e-01 1.1962761e-05 5.7835012e-05 6.6475645e-03],[9.9999952e-01 4.5262124e-07],"[9.0731525e-08 3.6926122e-05 1.6784346e-02 8.0353576e-01 1.7708997e-01
 2.5484541e-03 4.4206913e-06 4.2783764e-08 6.4040956e-10]",White,20-39
/scratch/project_462000771/mengting/projects/bias/hunyuan/prompt2/selected_faces/detected_unhappy/unhappy_person_0047_face0.png,Latino_Hispanic,White,Male,30-39,"[1.4208198e-01 6.5936809e-03 4.5345643e-01 1.8624688e-04 2.2895678e-03
 1.7220201e-01 2.2319010e-01]",[9.2796481e-01 6.9067231e-04 1.3573694e-03 6.9987088e-02],[9.999410e-01 5.895661e-05],"[2.5870833e-07 2.4984868e-06 1.6177662e-04 3.5430152e-02 6.2885952e-01
 3.2533172e-01 1.0105980e-02 1.0636788e-04 1.7666258e-06]",Others,20-39
