face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,gt_age,gt_gender,gt_race
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0010_face0.png,East Asian,Asian,Female,10-19,"[5.90129821e-05 8.70047302e-07 5.99643856e-04 8.94812644e-01
 1.04239285e-01 2.82084598e-04 6.37844278e-06]",[5.238290e-05 5.304946e-07 9.993166e-01 6.305216e-04],[1.0470663e-05 9.9998957e-01],"[8.96530423e-07 3.61955687e-02 8.39303136e-01 1.24238804e-01
 2.60706234e-04 8.01698832e-07 1.38795164e-09 2.46999476e-10
 6.78977534e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0011_face0.png,East Asian,Asian,Female,10-19,"[8.3307699e-05 3.2255878e-07 2.5275891e-04 9.1763461e-01 8.1934646e-02
 9.0809539e-05 3.5813268e-06]",[4.3901786e-05 1.7079707e-07 9.9989575e-01 6.0199021e-05],[7.1530354e-05 9.9992847e-01],"[2.33292280e-06 6.26342148e-02 8.27885449e-01 1.09157175e-01
 3.19221173e-04 1.62586161e-06 3.19746496e-09 5.51903911e-10
 2.03820693e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0012_face0.png,East Asian,Asian,Female,10-19,"[1.0722538e-04 2.3020384e-06 3.4508129e-04 9.2855287e-01 7.0912413e-02
 7.7961915e-05 2.1638077e-06]",[7.4840864e-06 1.0772309e-06 9.9990892e-01 8.2550840e-05],[0.01188226 0.98811775],"[2.6601176e-05 3.8330892e-01 5.8407879e-01 3.2449085e-02 1.3521222e-04
 1.4149000e-06 9.3722559e-09 2.6111060e-09 1.5454300e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0013_face0.png,East Asian,Asian,Female,10-19,"[4.6017012e-05 4.9036050e-08 3.8503236e-05 9.7094882e-01 2.8961504e-02
 4.4529697e-06 6.5501888e-07]",[3.2720713e-05 5.0424703e-08 9.9996215e-01 5.0394451e-06],[5.3912818e-06 9.9999464e-01],"[1.73083350e-07 1.06270835e-02 8.09004724e-01 1.80082098e-01
 2.84813577e-04 1.10719418e-06 1.04161635e-09 1.24010552e-10
 4.75227800e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0014_face0.png,East Asian,Asian,Female,10-19,"[1.2334189e-04 5.6475906e-06 1.3890236e-03 7.6103628e-01 2.3726916e-01
 1.7133515e-04 5.1472680e-06]",[6.0041653e-05 2.6456954e-07 9.9990869e-01 3.0963176e-05],[8.1323255e-05 9.9991864e-01],"[3.0686613e-06 1.2225632e-01 8.3444637e-01 4.3230832e-02 6.3104824e-05
 2.7278600e-07 3.4781089e-10 9.4066116e-11 3.9582959e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0015_face0.png,East Asian,Asian,Female,10-19,"[4.9613608e-04 2.0828152e-06 2.4090169e-03 7.6193571e-01 2.3439343e-01
 7.4501929e-04 1.8668654e-05]",[1.2489232e-04 9.7293366e-07 9.9970829e-01 1.6579592e-04],[9.086911e-06 9.999909e-01],"[1.7224822e-06 2.8717518e-01 6.8989873e-01 2.2888908e-02 3.5323948e-05
 1.3392439e-07 2.3433597e-10 4.0144828e-11 1.7783531e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0016_face0.png,East Asian,Asian,Female,3-9,"[2.5147345e-04 5.3004210e-06 4.6882560e-03 6.4942896e-01 3.4409776e-01
 1.5199768e-03 8.2069400e-06]",[7.3072326e-05 2.0066113e-06 9.9921995e-01 7.0499763e-04],[0.00365552 0.99634445],"[1.0560154e-05 5.4785544e-01 4.4269478e-01 9.4091147e-03 2.9951138e-05
 1.7264962e-07 6.9612149e-10 2.0401587e-10 9.8968342e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0017_face0.png,East Asian,Asian,Female,10-19,"[8.2913932e-05 5.5050741e-06 1.9313039e-03 5.5076957e-01 4.4649428e-01
 7.1456906e-04 1.8126872e-06]",[8.2382656e-05 5.8332371e-06 9.9933904e-01 5.7272287e-04],[3.3383217e-04 9.9966615e-01],"[3.4208479e-06 4.5056695e-01 5.3553873e-01 1.3848200e-02 4.2378841e-05
 3.1941551e-07 7.5594830e-10 1.7533239e-10 8.4310562e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0018_face0.png,East Asian,Asian,Female,10-19,"[3.2117186e-04 2.5533379e-06 2.6645982e-03 7.5114596e-01 2.4501425e-01
 8.2456536e-04 2.6971969e-05]",[3.1566753e-05 2.5818417e-07 9.9980420e-01 1.6395791e-04],[6.4171159e-05 9.9993587e-01],"[2.8877673e-06 6.5027833e-02 8.5355204e-01 8.1251204e-02 1.6517218e-04
 7.3167257e-07 1.3480883e-09 2.8328537e-10 9.0922920e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0019_face0.png,East Asian,Asian,Female,10-19,"[2.6441322e-04 1.2441478e-07 6.0271524e-04 9.0106750e-01 9.7974211e-02
 8.4303174e-05 6.6908315e-06]",[1.3060198e-04 2.7152691e-07 9.9973959e-01 1.2951507e-04],[1.5313666e-04 9.9984688e-01],"[6.2701147e-06 1.9352797e-01 7.6469243e-01 4.1689657e-02 8.3145140e-05
 4.8681443e-07 1.2099464e-09 3.5581763e-10 1.6423210e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0020_face0.png,East Asian,Asian,Female,10-19,"[9.9575293e-05 1.3035744e-06 7.2127342e-04 9.1520607e-01 8.3734982e-02
 2.3242124e-04 4.4042977e-06]",[7.7634082e-05 3.5148519e-06 9.9960238e-01 3.1649391e-04],[0.00321446 0.9967855 ],"[2.6747350e-05 3.7966633e-01 5.8437783e-01 3.5787344e-02 1.4053607e-04
 1.2140082e-06 7.2383313e-09 1.9346234e-09 1.1093319e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0021_face0.png,East Asian,Asian,Female,3-9,"[1.9462621e-04 5.3356166e-06 1.3263114e-03 8.6016256e-01 1.3804665e-01
 2.5741392e-04 7.1003788e-06]",[1.2765640e-04 8.8646711e-06 9.9972552e-01 1.3794744e-04],[9.3968389e-05 9.9990606e-01],"[1.7207189e-05 6.8403536e-01 2.9979649e-01 1.6078347e-02 7.1918701e-05
 6.6258298e-07 2.7606499e-09 5.7098309e-10 3.2774464e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0022_face0.png,East Asian,Asian,Female,10-19,"[4.4895904e-05 4.0254108e-07 1.5400296e-04 9.0822208e-01 9.1511674e-02
 6.4055486e-05 2.8775694e-06]",[2.1608259e-05 5.6730454e-07 9.9987787e-01 9.9984412e-05],[1.8543695e-05 9.9998140e-01],"[1.68765450e-06 1.08863056e-01 8.42637122e-01 4.84359078e-02
 6.19836865e-05 2.03542612e-07 2.98796571e-10 5.49127549e-11
 2.51376415e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0023_face0.png,East Asian,Asian,Female,10-19,"[2.0993056e-04 6.8654771e-07 2.2757985e-04 9.0727967e-01 9.2241131e-02
 3.7535257e-05 3.3814567e-06]",[2.4851202e-05 1.6763487e-07 9.9991846e-01 5.6524776e-05],[2.9504328e-04 9.9970496e-01],"[2.7412028e-05 1.9718678e-01 6.9087696e-01 1.1135599e-01 5.4816913e-04
 4.6544087e-06 2.1704313e-08 5.4317373e-09 3.7917663e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0024_face0.png,East Asian,Asian,Female,10-19,"[4.5382498e-05 8.1444355e-08 1.2265192e-04 9.4228905e-01 5.7511229e-02
 3.0836643e-05 8.0809508e-07]",[1.1050249e-05 1.0542813e-07 9.9995017e-01 3.8689526e-05],[1.0999004e-04 9.9989003e-01],"[1.4040632e-05 2.1845536e-01 6.8546802e-01 9.5459871e-02 5.9450645e-04
 8.1282951e-06 4.1092498e-08 9.2809946e-09 3.3021391e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0025_face0.png,East Asian,Asian,Female,10-19,"[1.0513182e-03 1.0597390e-06 1.8183812e-03 8.8467139e-01 1.1229869e-01
 1.2627561e-04 3.2828641e-05]",[1.9378468e-04 4.6290086e-07 9.9955374e-01 2.5201254e-04],[3.6542628e-05 9.9996346e-01],"[5.2895973e-07 3.6118995e-02 8.4899735e-01 1.1467301e-01 2.0901424e-04
 1.0045006e-06 1.2498715e-09 1.8321991e-10 6.8464050e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0026_face0.png,East Asian,Asian,Female,10-19,"[2.5679462e-04 2.5493259e-07 2.1281716e-04 9.6292776e-01 3.6587618e-02
 9.9111603e-06 4.8329539e-06]",[8.2652805e-05 3.3979046e-07 9.9991322e-01 3.8060591e-06],[1.6301141e-04 9.9983692e-01],"[4.23687055e-07 2.35232785e-02 8.70273650e-01 1.05996355e-01
 2.04876400e-04 1.43795205e-06 1.82995430e-09 3.18901905e-10
 1.18099124e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0027_face0.png,East Asian,Asian,Female,10-19,"[1.3478386e-04 8.9900567e-07 9.5619756e-04 8.0774832e-01 1.9088431e-01
 2.6914047e-04 6.4186756e-06]",[6.4078391e-05 1.0727961e-06 9.9972522e-01 2.0962114e-04],[3.560050e-05 9.999644e-01],"[2.8259349e-06 2.0774797e-01 7.6998407e-01 2.2237571e-02 2.7494432e-05
 1.2248978e-07 2.6899621e-10 6.3196677e-11 3.3866081e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0028_face0.png,East Asian,Asian,Female,3-9,"[1.3162538e-04 5.2770724e-06 1.1828610e-03 8.4636217e-01 1.5204696e-01
 2.6606693e-04 5.1226489e-06]",[7.3947296e-05 5.6987278e-06 9.9965847e-01 2.6185642e-04],[4.0357994e-04 9.9959648e-01],"[2.2245991e-05 5.0372213e-01 4.7323632e-01 2.2948980e-02 6.9813148e-05
 4.3036243e-07 1.6305983e-09 3.7022915e-10 2.0338091e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0029_face0.png,East Asian,Asian,Female,3-9,"[5.9949508e-04 2.1359929e-06 6.4370721e-03 6.8502784e-01 3.0719239e-01
 7.1996049e-04 2.1101940e-05]",[8.1247010e-05 7.8104375e-07 9.9956304e-01 3.5493539e-04],[3.3861393e-04 9.9966139e-01],"[2.2118558e-05 4.9550545e-01 4.8744369e-01 1.6949173e-02 7.8813973e-05
 7.4548115e-07 3.5484751e-09 8.6999102e-10 4.6566716e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0030_face0.png,East Asian,Asian,Female,10-19,"[2.0845176e-04 5.9755433e-07 7.9565635e-04 8.8606524e-01 1.1284765e-01
 7.1181159e-05 1.1201928e-05]",[1.1403351e-04 2.9905741e-06 9.9963325e-01 2.4966424e-04],[2.5169213e-05 9.9997479e-01],"[1.3090132e-05 3.5744676e-01 6.0990804e-01 3.2550819e-02 8.0809528e-05
 4.7058847e-07 1.5514897e-09 3.9182638e-10 1.9054189e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0031_face0.png,East Asian,Asian,Female,10-19,"[1.7706600e-04 2.6985521e-07 2.2102798e-04 8.8803065e-01 1.1147915e-01
 8.6785381e-05 5.0324529e-06]",[4.2977124e-05 1.2449637e-07 9.9991548e-01 4.1417745e-05],[9.5792020e-06 9.9999046e-01],"[5.1624265e-06 1.4656487e-01 7.9383630e-01 5.9486590e-02 1.0659035e-04
 3.9329257e-07 6.1125927e-10 9.1628795e-11 6.1481324e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0032_face0.png,East Asian,Asian,Female,10-19,"[2.6668480e-04 3.0172387e-06 1.6873460e-03 8.9902276e-01 9.8799206e-02
 2.0727733e-04 1.3738920e-05]",[1.6804955e-04 5.9558620e-06 9.9875575e-01 1.0702449e-03],[1.9784196e-05 9.9998021e-01],"[8.3611076e-06 3.6439162e-01 6.0524392e-01 3.0290186e-02 6.5403998e-05
 4.4202633e-07 1.0833783e-09 1.9514731e-10 1.2083582e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0033_face0.png,East Asian,Asian,Female,10-19,"[1.4563435e-04 1.2252594e-05 1.5308752e-03 7.7199072e-01 2.2611330e-01
 2.0398961e-04 3.2065764e-06]",[1.1079655e-05 1.1158421e-06 9.9993092e-01 5.6906032e-05],[3.5663972e-05 9.9996436e-01],"[3.0519595e-06 1.1808538e-01 8.1543118e-01 6.6389836e-02 9.0301772e-05
 3.5004155e-07 4.3597281e-10 7.0316697e-11 3.0436038e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0034_face0.png,East Asian,Asian,Female,10-19,"[3.0890905e-04 2.3164707e-06 7.3663855e-04 9.3470311e-01 6.4184248e-02
 6.1046972e-05 3.7381326e-06]",[1.8934716e-04 5.3154295e-06 9.9962443e-01 1.8086231e-04],[0.01266256 0.9873374 ],"[1.7298200e-05 3.7886560e-01 5.9449196e-01 2.6552748e-02 7.1832204e-05
 5.5790304e-07 2.4683349e-09 6.7529959e-10 3.8713803e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0035_face0.png,East Asian,Asian,Female,3-9,"[1.3099876e-04 2.4863382e-06 1.6541872e-03 8.1555045e-01 1.8239863e-01
 2.5901664e-04 4.1286426e-06]",[3.9108807e-05 8.4615453e-07 9.9978995e-01 1.7005453e-04],[8.873535e-04 9.991126e-01],"[2.8295075e-05 5.3453302e-01 4.4669640e-01 1.8629907e-02 1.1080676e-04
 1.5574107e-06 7.9188931e-09 2.2466988e-09 1.1680529e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0036_face0.png,East Asian,Asian,Female,10-19,"[7.5644412e-04 8.4911353e-06 1.7738905e-03 7.5012887e-01 2.4690463e-01
 4.0726233e-04 2.0410915e-05]",[1.8520164e-04 6.7071403e-07 9.9897140e-01 8.4267493e-04],[1.7302016e-05 9.9998271e-01],"[6.3380016e-06 1.2677431e-01 8.2414478e-01 4.8866298e-02 2.0672579e-04
 1.5101035e-06 5.8319087e-09 1.2597313e-09 7.2102213e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0037_face0.png,East Asian,Asian,Female,10-19,"[9.1048641e-05 2.4333104e-07 3.6414381e-04 8.4544778e-01 1.5403739e-01
 5.6066827e-05 3.3280448e-06]",[2.1666625e-05 1.1623519e-07 9.9994433e-01 3.3841166e-05],[6.227398e-05 9.999378e-01],"[8.35198989e-07 5.39355688e-02 8.61418426e-01 8.45426843e-02
 1.02135375e-04 3.33155668e-07 3.62310709e-10 6.52870813e-11
 1.98185760e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0038_face0.png,East Asian,Asian,Female,10-19,"[1.0673001e-04 7.5446462e-07 7.1426318e-04 8.2877278e-01 1.7028958e-01
 1.1265051e-04 3.1411500e-06]",[9.2457813e-06 5.7172804e-07 9.9993938e-01 5.0765131e-05],[4.7126046e-05 9.9995291e-01],"[1.3706651e-05 4.0907115e-01 5.6399912e-01 2.6856659e-02 5.8946600e-05
 3.3668061e-07 6.5871009e-10 1.4919159e-10 7.0489148e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0039_face0.png,East Asian,Asian,Female,3-9,"[2.0807836e-04 4.0113914e-06 4.0612174e-03 6.4093125e-01 3.5351819e-01
 1.2625512e-03 1.4700374e-05]",[9.8186458e-05 1.0085990e-06 9.9943924e-01 4.6159892e-04],[1.8612238e-05 9.9998134e-01],"[2.8100367e-05 7.5836021e-01 2.3647098e-01 5.0879689e-03 5.1970655e-05
 7.1955139e-07 4.3007322e-09 1.1481068e-09 5.8378274e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0040_face0.png,East Asian,Asian,Female,10-19,"[1.3440782e-03 2.3720411e-06 8.6545484e-04 9.5992273e-01 3.7676118e-02
 1.6509707e-04 2.4169198e-05]",[1.8938632e-04 1.7879451e-05 9.9932194e-01 4.7080938e-04],[0.01961531 0.98038465],"[7.1509377e-05 4.4693536e-01 5.2836096e-01 2.4449274e-02 1.7862814e-04
 4.1337739e-06 5.8440911e-08 1.8763124e-08 1.7539591e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0041_face0.png,East Asian,Asian,Female,10-19,"[1.18628595e-04 2.44525950e-07 1.84416072e-04 9.16645944e-01
 8.29710290e-02 7.73144129e-05 2.44033959e-06]",[4.5940240e-05 1.2644182e-07 9.9990112e-01 5.2843097e-05],[2.7287297e-05 9.9997270e-01],"[2.7381793e-06 9.3422599e-02 8.2367945e-01 8.2650229e-02 2.4346134e-04
 1.4796698e-06 3.6237047e-09 7.8241003e-10 2.5881151e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0042_face0.png,East Asian,Asian,Female,10-19,"[5.2264786e-05 9.8930786e-07 2.1441370e-04 9.4162923e-01 5.8045268e-02
 5.5387573e-05 2.4563992e-06]",[2.5065174e-05 2.5307145e-06 9.9989390e-01 7.8474317e-05],[3.5849243e-05 9.9996418e-01],"[1.4055665e-07 5.6973943e-03 6.8244785e-01 3.1114200e-01 7.0907589e-04
 3.5568842e-06 4.9386797e-09 5.9040167e-10 1.8128284e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0043_face0.png,East Asian,Asian,Female,10-19,"[4.9728306e-04 5.3023035e-07 4.3453492e-04 9.1776329e-01 8.1190959e-02
 8.8435125e-05 2.4980622e-05]",[1.7480634e-04 5.5256822e-07 9.9956107e-01 2.6362907e-04],[5.8852322e-04 9.9941146e-01],"[2.5741805e-05 1.3215522e-01 7.7908814e-01 8.8292360e-02 4.3432959e-04
 4.1333665e-06 2.0273211e-08 4.4101669e-09 3.4716413e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0044_face0.png,East Asian,Asian,Female,3-9,"[1.06643405e-04 3.01505565e-06 1.52237434e-03 7.60210037e-01
 2.37675652e-01 4.76307847e-04 6.02817954e-06]",[6.2172287e-05 8.5587617e-06 9.9910152e-01 8.2777475e-04],[2.4112983e-04 9.9975890e-01],"[2.2442771e-05 5.1978308e-01 4.6366876e-01 1.6466359e-02 5.8834532e-05
 4.9462903e-07 2.0217459e-09 5.6565191e-10 2.4867306e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0045_face0.png,East Asian,Asian,Female,10-19,"[1.2777998e-03 3.4758550e-06 3.1838268e-03 8.3208191e-01 1.6276981e-01
 6.0467585e-04 7.8492420e-05]",[1.2270736e-03 8.3830118e-06 9.9741381e-01 1.3507609e-03],[1.585454e-04 9.998415e-01],"[1.0278977e-05 3.0918196e-01 6.6464251e-01 2.6106404e-02 5.8493064e-05
 2.9359748e-07 8.8307972e-10 2.0498125e-10 1.1635938e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/hunyuan/fair_selected_faces/selected_faces/0-9/female/asian/0046_face0.png,East Asian,Asian,Female,3-9,"[1.0100545e-04 5.8425968e-07 1.2326769e-03 7.7217275e-01 2.2612047e-01
 3.6966073e-04 2.8652205e-06]",[1.6227026e-05 3.4900839e-07 9.9977291e-01 2.1048560e-04],[7.036806e-05 9.999296e-01],"[4.2523418e-05 8.5755020e-01 1.3943262e-01 2.9588058e-03 1.5681788e-05
 1.7558359e-07 7.8141410e-10 2.2525209e-10 9.4148708e-12]",0-9,female,asian
