face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0010_face0.png,Southeast Asian,Asian,Female,10-19,"[1.0138421e-04 5.7657126e-06 6.2640351e-03 2.4140671e-01 7.4962610e-01
 2.5927459e-03 3.3521960e-06]",[3.6995658e-05 4.4877801e-05 9.9616814e-01 3.7499955e-03],[3.3602424e-05 9.9996638e-01],"[1.30701164e-06 1.82255298e-01 7.80222535e-01 3.73662524e-02
 1.53927118e-04 6.87316970e-07 1.05446141e-09 1.10446395e-10
 3.19944613e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0011_face0.png,East Asian,Asian,Female,10-19,"[1.5310083e-04 9.2142267e-07 7.9555780e-04 8.1345880e-01 1.8536514e-01
 2.2028964e-04 6.1884843e-06]",[2.7391332e-05 1.3118316e-05 9.9977380e-01 1.8568321e-04],[2.659867e-05 9.999734e-01],"[3.2883190e-07 1.0555695e-02 7.8625113e-01 2.0246561e-01 7.2539941e-04
 1.7648588e-06 1.9101580e-09 1.8518131e-10 4.4551788e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0012_face0.png,East Asian,Asian,Female,10-19,"[2.8042279e-05 1.5542848e-06 8.0786098e-04 6.4417118e-01 3.5467127e-01
 3.1896686e-04 1.0717602e-06]",[1.0044828e-05 3.0586666e-06 9.9983507e-01 1.5184032e-04],[1.2273932e-04 9.9987727e-01],"[1.6969911e-07 1.7276699e-02 8.9357090e-01 8.8946871e-02 2.0469018e-04
 6.4296216e-07 5.0451920e-10 6.5463308e-11 1.4501993e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0013_face0.png,Southeast Asian,Asian,Female,10-19,"[9.5122887e-05 2.2135157e-05 1.2505429e-02 2.8389806e-01 6.9952363e-01
 3.9431141e-03 1.2564374e-05]",[1.2706028e-05 1.9912616e-06 9.9889225e-01 1.0929473e-03],[0.00430308 0.99569696],"[2.51315510e-06 1.42150462e-01 8.22551966e-01 3.50007787e-02
 2.90985452e-04 3.27151088e-06 9.93210136e-09 2.51518095e-09
 1.01878714e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0014_face0.png,Southeast Asian,Asian,Female,10-19,"[1.3776627e-04 2.0055848e-05 8.7154470e-03 4.1288596e-01 5.7396621e-01
 4.2682826e-03 6.2768167e-06]",[4.6663627e-05 7.7655335e-05 9.9740672e-01 2.4688831e-03],[0.00121418 0.99878585],"[1.1468683e-06 1.8525565e-01 7.7531624e-01 3.9294224e-02 1.3208605e-04
 6.2128294e-07 1.1988591e-09 1.8437653e-10 6.5827578e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0015_face0.png,East Asian,Asian,Female,10-19,"[5.2777690e-05 3.8557178e-06 6.1089278e-04 8.8956720e-01 1.0946811e-01
 2.9465350e-04 2.5071047e-06]",[1.0008583e-05 4.4380784e-05 9.9890190e-01 1.0437334e-03],[0.00663493 0.9933651 ],"[1.7791916e-05 3.6408541e-01 6.1291939e-01 2.2873053e-02 1.0323439e-04
 1.1329213e-06 7.4831732e-09 2.0694961e-09 1.1487528e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0016_face0.png,East Asian,Asian,Female,10-19,"[5.5120454e-05 6.7856348e-07 1.5013107e-03 7.3552167e-01 2.6250303e-01
 4.1440185e-04 3.8691051e-06]",[2.3065737e-05 6.7963845e-07 9.9964017e-01 3.3611499e-04],[9.467358e-04 9.990533e-01],"[4.5211743e-07 9.2506250e-03 7.6800400e-01 2.1929713e-01 3.4153471e-03
 3.2286083e-05 8.6599321e-08 1.3719891e-08 2.7273345e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0017_face0.png,East Asian,Asian,Female,10-19,"[2.9347586e-05 2.8805794e-06 1.7647673e-03 5.5309957e-01 4.4411504e-01
 9.8656828e-04 1.8265176e-06]",[4.6659266e-06 2.7856611e-06 9.9938136e-01 6.1123742e-04],[0.0141594  0.98584056],"[3.6858562e-06 9.4694354e-02 8.3739674e-01 6.7484908e-02 4.1663431e-04
 3.5812534e-06 9.0885832e-09 2.0149629e-09 4.7161830e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0018_face0.png,East Asian,Asian,Female,10-19,"[4.1127492e-05 4.0110990e-06 1.2605001e-03 6.4097559e-01 3.5666528e-01
 1.0483677e-03 5.1421571e-06]",[3.2085412e-05 3.0584022e-05 9.9847817e-01 1.4591231e-03],[9.0151059e-04 9.9909854e-01],"[6.5614154e-06 3.9444041e-02 5.8240932e-01 3.7319243e-01 4.9114926e-03
 3.6077185e-05 1.4537289e-07 1.6259213e-08 3.9837222e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0019_face0.png,East Asian,Asian,Female,10-19,"[4.8113041e-05 1.1134177e-05 1.5572957e-03 5.2032626e-01 4.7752452e-01
 5.2952755e-04 3.1149689e-06]",[8.6653245e-06 1.7393164e-05 9.9961776e-01 3.5622899e-04],[2.3224531e-05 9.9997675e-01],"[5.7182579e-06 3.2759222e-01 6.5043825e-01 2.1883558e-02 7.9872851e-05
 3.3854866e-07 9.4482133e-10 1.8414226e-10 9.3367120e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0020_face0.png,Southeast Asian,Asian,Female,10-19,"[4.2497799e-05 3.4018463e-05 2.7505364e-03 4.1981530e-01 5.7099634e-01
 6.3589043e-03 2.4455433e-06]",[1.7708573e-05 2.1541397e-04 9.9543995e-01 4.3269219e-03],[0.00345086 0.9965491 ],"[1.3880792e-06 1.4288880e-01 8.2767725e-01 2.9344290e-02 8.7748100e-05
 5.2147470e-07 1.1571882e-09 2.2189532e-10 7.4089216e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0021_face0.png,Southeast Asian,Asian,Female,10-19,"[5.4153890e-05 1.9198471e-05 3.5229824e-03 3.8472268e-01 6.0966676e-01
 2.0088921e-03 5.4160605e-06]",[1.6349702e-05 1.9210529e-05 9.9827874e-01 1.6857305e-03],[0.00297564 0.9970244 ],"[9.1787848e-07 5.1281970e-02 8.8526130e-01 6.3286617e-02 1.6865850e-04
 5.4835749e-07 8.4544244e-10 1.5916406e-10 4.7878780e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0022_face0.png,East Asian,Asian,Female,10-19,"[1.0696965e-04 2.5248117e-05 6.4819297e-03 5.3721225e-01 4.5069581e-01
 5.4618199e-03 1.6044081e-05]",[2.2017507e-06 3.6845865e-06 9.9771339e-01 2.2807322e-03],[0.02036132 0.9796387 ],"[4.8576903e-06 1.0290565e-01 8.5620946e-01 4.0714603e-02 1.6356549e-04
 1.8795924e-06 8.6303187e-09 2.4151747e-09 1.3461336e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0023_face0.png,East Asian,Asian,Female,10-19,"[3.3533863e-05 1.3159803e-06 3.3769602e-04 8.6177409e-01 1.3768449e-01
 1.6572070e-04 3.1949116e-06]",[1.12182624e-05 6.53209281e-06 9.99872446e-01 1.09821194e-04],[2.0121774e-04 9.9979877e-01],"[3.3120136e-07 4.4713621e-03 5.7781643e-01 4.1357562e-01 4.0994282e-03
 3.6645150e-05 8.1605776e-08 8.3283078e-09 2.1041570e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0024_face0.png,East Asian,Asian,Female,10-19,"[8.0115220e-05 4.7508565e-06 1.8330159e-03 6.7918199e-01 3.1841514e-01
 4.7790463e-04 7.0943338e-06]",[4.3835109e-05 1.9419907e-05 9.9901152e-01 9.2525588e-04],[4.6690964e-04 9.9953312e-01],"[3.0211597e-06 9.9645101e-02 8.3510911e-01 6.5100811e-02 1.4141631e-04
 4.9716908e-07 1.1016296e-09 2.3565605e-10 8.0937314e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0025_face0.png,East Asian,Asian,Female,10-19,"[5.6575318e-05 4.3779373e-06 1.7655640e-03 8.0381316e-01 1.9367491e-01
 6.8294368e-04 2.5227898e-06]",[5.1426458e-05 1.4152789e-05 9.9840933e-01 1.5250796e-03],[0.00157415 0.99842584],"[2.4443571e-07 1.3322396e-02 7.4688637e-01 2.3881680e-01 9.6941274e-04
 4.8077995e-06 7.9873326e-09 9.3502972e-10 2.1612380e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0026_face0.png,East Asian,Asian,Female,10-19,"[3.3394484e-05 2.2183428e-06 8.1545184e-04 6.5565658e-01 3.4273726e-01
 7.5219676e-04 2.9222549e-06]",[7.2517884e-07 7.4900197e-07 9.9978948e-01 2.0899287e-04],[0.06178212 0.9382178 ],"[7.4650370e-06 5.3549629e-02 8.5479164e-01 9.1295756e-02 3.5280391e-04
 2.6409441e-06 1.2571105e-08 4.6129958e-09 1.7899086e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0027_face0.png,East Asian,Asian,Female,10-19,"[3.9818951e-05 4.6991354e-06 9.3706220e-04 7.2835881e-01 2.7023345e-01
 4.2492297e-04 1.2903223e-06]",[1.4415371e-05 6.5905310e-06 9.9932677e-01 6.5226236e-04],[7.8312063e-04 9.9921691e-01],"[1.2378578e-06 4.7725640e-02 8.1779146e-01 1.3384046e-01 6.3734112e-04
 3.8327394e-06 8.0004492e-09 1.2507684e-09 3.5755867e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0028_face0.png,East Asian,Asian,Female,10-19,"[2.2611255e-05 4.7776297e-07 2.5865150e-04 7.5099021e-01 2.4858044e-01
 1.4684080e-04 7.6998680e-07]",[1.7764357e-06 1.6897778e-06 9.9983227e-01 1.6425908e-04],[9.2481164e-04 9.9907517e-01],"[4.8618354e-06 1.2008999e-01 8.2307512e-01 5.6545947e-02 2.8156690e-04
 2.4958294e-06 9.3108996e-09 2.6598515e-09 1.1775357e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0029_face0.png,East Asian,Asian,Female,10-19,"[3.2269407e-05 2.0106270e-06 4.0287952e-04 8.0452597e-01 1.9490764e-01
 1.2749777e-04 1.6470043e-06]",[8.9444211e-06 4.6362175e-06 9.9995834e-01 2.8102122e-05],[0.00338191 0.9966181 ],"[3.0518345e-07 2.8453544e-03 6.8500745e-01 3.0896384e-01 3.1664195e-03
 1.6552360e-05 2.7347269e-08 3.7119940e-09 7.5687928e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0030_face0.png,East Asian,Asian,Female,10-19,"[2.5136089e-05 5.9490560e-07 2.5823724e-04 8.5088861e-01 1.4861542e-01
 2.0802252e-04 3.9839738e-06]",[3.17254626e-06 7.44916292e-07 9.99878943e-01 1.17138385e-04],[0.02277132 0.97722864],"[1.1421271e-06 3.7014508e-03 6.6117954e-01 3.3300617e-01 2.0981033e-03
 1.3549713e-05 3.5774754e-08 6.8695711e-09 1.8102084e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0031_face0.png,East Asian,Asian,Female,10-19,"[1.0273289e-04 2.5794998e-06 1.4820941e-03 7.7564800e-01 2.2192931e-01
 8.2023826e-04 1.5009721e-05]",[3.1295833e-06 1.4123832e-06 9.9952775e-01 4.6774943e-04],[0.02428082 0.9757192 ],"[9.0506273e-06 6.3872047e-02 8.2151729e-01 1.1416636e-01 4.3112290e-04
 4.1536273e-06 1.8599126e-08 6.8567374e-09 3.2233033e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0032_face0.png,East Asian,Asian,Female,10-19,"[4.1678511e-05 2.3712785e-06 8.4612571e-04 7.0572376e-01 2.9240912e-01
 9.7329298e-04 3.6981735e-06]",[2.5296895e-06 7.5016044e-07 9.9973315e-01 2.6362611e-04],[0.00159961 0.99840045],"[2.4010183e-06 3.8161803e-02 8.2863587e-01 1.3247709e-01 7.1786455e-04
 4.9127893e-06 1.3932730e-08 3.2127381e-09 1.0290540e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0033_face0.png,East Asian,Asian,Female,10-19,"[3.4254299e-05 1.1250908e-06 5.8368122e-04 7.0725912e-01 2.9181108e-01
 3.0915203e-04 1.6530083e-06]",[9.5770088e-07 1.1623947e-06 9.9996281e-01 3.5001576e-05],[0.00113987 0.9988601 ],"[1.2742850e-06 2.5578430e-02 8.4417093e-01 1.2952790e-01 7.1588292e-04
 5.5836636e-06 1.0933318e-08 1.8976296e-09 4.8787592e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0034_face0.png,Southeast Asian,Asian,Female,10-19,"[5.8502108e-05 5.5746059e-06 2.5478781e-03 3.0347893e-01 6.9238138e-01
 1.5202942e-03 7.4527793e-06]",[8.7040298e-06 1.2845665e-05 9.9738365e-01 2.5947765e-03],[0.05111041 0.9488896 ],"[1.3995176e-06 1.0749422e-02 7.8394401e-01 2.0439543e-01 9.0445421e-04
 5.2337145e-06 1.1624448e-08 2.3350153e-09 7.2017017e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0035_face0.png,East Asian,Asian,Female,10-19,"[2.6000853e-05 6.0590457e-07 2.1761582e-04 8.9941722e-01 1.0022681e-01
 1.0932600e-04 2.4123965e-06]",[3.6306571e-06 1.3943712e-06 9.9992549e-01 6.9468988e-05],[1.6844732e-04 9.9983156e-01],"[3.2769151e-07 3.9985720e-03 5.8980805e-01 4.0314096e-01 3.0242868e-03
 2.7687085e-05 3.9862410e-08 4.1149888e-09 1.1624034e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0036_face0.png,East Asian,Asian,Female,10-19,"[5.5140925e-05 2.9298972e-06 1.1643142e-03 6.7989957e-01 3.1829771e-01
 5.7743752e-04 2.9488426e-06]",[1.6064852e-05 9.3260933e-06 9.9936497e-01 6.0961122e-04],[0.00242559 0.99757445],"[1.2373868e-06 2.5726762e-02 8.0180502e-01 1.7136596e-01 1.0913932e-03
 9.6070207e-06 2.3306718e-08 4.2167594e-09 1.1567232e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0037_face0.png,East Asian,Asian,Female,20-29,"[3.7002421e-05 4.8296306e-07 1.3712468e-04 9.5098495e-01 4.8768286e-02
 6.8453293e-05 3.6232805e-06]",[7.8047697e-06 2.4691119e-06 9.9995506e-01 3.4581975e-05],[0.00202239 0.9979776 ],"[1.6267364e-07 5.6086824e-04 4.6469980e-01 5.2827072e-01 6.4044544e-03
 6.3958192e-05 1.1495643e-07 1.4908998e-08 3.7506781e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0038_face0.png,East Asian,Asian,Female,10-19,"[7.8252697e-06 4.1653081e-07 8.4335348e-05 8.9484262e-01 1.0498448e-01
 7.9953279e-05 4.3105061e-07]",[9.9885938e-07 3.8284833e-07 9.9997282e-01 2.5865416e-05],[3.9846846e-04 9.9960154e-01],"[3.0075589e-07 3.7528516e-03 6.2023145e-01 3.7220341e-01 3.7777084e-03
 3.4222328e-05 6.9082802e-08 9.1332089e-09 2.0004674e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0039_face0.png,East Asian,Asian,Female,10-19,"[1.5678928e-05 2.4642238e-06 4.0239899e-04 6.2896621e-01 3.7035063e-01
 2.6190770e-04 6.8793548e-07]",[2.7255189e-06 3.9590209e-06 9.9986899e-01 1.2426589e-04],[0.01148081 0.9885192 ],"[4.1975695e-06 5.1963359e-02 8.7694496e-01 7.0880115e-02 2.0634300e-04
 9.6790745e-07 2.7209848e-09 6.5747430e-10 2.5482448e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0040_face0.png,East Asian,Asian,Female,10-19,"[8.2216335e-05 3.6576203e-06 2.6974105e-03 5.8448255e-01 4.1110933e-01
 1.6195511e-03 5.3350332e-06]",[1.6053327e-05 7.0472233e-06 9.9933869e-01 6.3825003e-04],[4.4745268e-04 9.9955255e-01],"[5.1231211e-07 4.8573442e-02 8.6725891e-01 8.3933018e-02 2.3326269e-04
 9.1713758e-07 1.0611714e-09 1.8453709e-10 3.7709128e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0041_face0.png,Southeast Asian,Asian,Female,10-19,"[6.1791012e-05 8.7398275e-06 3.8918590e-03 2.7261287e-01 7.2092521e-01
 2.4967359e-03 2.8182887e-06]",[1.5431651e-05 9.1432785e-06 9.9858648e-01 1.3889485e-03],[4.9830956e-05 9.9995023e-01],"[2.7425310e-06 3.8661548e-01 5.9621280e-01 1.7111991e-02 5.6612749e-05
 3.5439524e-07 5.2293869e-10 8.8621631e-11 3.7515898e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0042_face0.png,East Asian,Asian,Female,10-19,"[2.9286295e-05 2.4446990e-06 6.6044426e-04 6.0740751e-01 3.9162740e-01
 2.7017496e-04 2.7329188e-06]",[2.5931806e-06 2.2462111e-06 9.9974239e-01 2.5284392e-04],[3.0456795e-04 9.9969542e-01],"[6.8526288e-07 1.2812404e-02 7.3947585e-01 2.4600300e-01 1.7003888e-03
 7.6764827e-06 1.4918486e-08 2.1700708e-09 5.4079113e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0043_face0.png,East Asian,Asian,Female,10-19,"[4.2675769e-05 9.2382408e-07 2.0013364e-04 8.7201726e-01 1.2766141e-01
 7.3970463e-05 3.5900628e-06]",[7.5143612e-06 6.6023504e-06 9.9995381e-01 3.2062642e-05],[0.00239573 0.99760425],"[2.8215757e-07 1.2886684e-03 5.0817245e-01 4.8432985e-01 6.1509334e-03
 5.7595975e-05 1.1144293e-07 1.1756441e-08 3.2030362e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0044_face0.png,East Asian,Asian,Female,10-19,"[3.0652336e-05 1.4096022e-06 1.0285670e-03 5.1591593e-01 4.8266181e-01
 3.5989669e-04 1.8004559e-06]",[8.7779244e-06 1.6364289e-06 9.9978936e-01 2.0023966e-04],[0.00163171 0.99836826],"[5.2879227e-07 3.6277909e-02 8.6467880e-01 9.8627992e-02 4.1200389e-04
 2.8074357e-06 3.9282861e-09 8.1724094e-10 2.0713861e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0045_face0.png,East Asian,Asian,Female,10-19,"[1.5052157e-05 2.1301587e-06 6.0193829e-04 5.8193940e-01 4.1706845e-01
 3.7181468e-04 1.1193569e-06]",[5.7888869e-06 3.6874903e-06 9.9973965e-01 2.5084085e-04],[0.01210499 0.987895  ],"[2.3047831e-07 7.7862213e-03 8.7347990e-01 1.1843139e-01 3.0111687e-04
 1.0857420e-06 1.2479974e-09 2.1068895e-10 4.4839766e-12]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0046_face0.png,East Asian,Asian,Female,10-19,"[2.8245722e-05 5.8632090e-06 1.1825839e-03 6.7180634e-01 3.2587713e-01
 1.0975915e-03 2.3293737e-06]",[5.9623944e-06 1.0720209e-05 9.9965638e-01 3.2694353e-04],[0.00304942 0.9969506 ],"[1.6667724e-06 6.0844466e-02 8.7551099e-01 6.3424103e-02 2.1747313e-04
 1.3014660e-06 2.7646352e-09 5.8452942e-10 1.8486773e-11]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0047_face0.png,East Asian,Asian,Female,10-19,"[3.3820026e-05 2.4418905e-06 8.2225288e-04 8.2726043e-01 1.7146491e-01
 4.1355038e-04 2.4974643e-06]",[1.1048127e-05 3.7654297e-06 9.9956709e-01 4.1802492e-04],[0.00581167 0.99418837],"[1.1925554e-06 1.7772274e-02 7.6331371e-01 2.1666206e-01 2.2284258e-03
 2.2298571e-05 8.2964164e-08 1.4582849e-08 3.5639486e-10]"
/scratch/project_462000771/mengting/projects/bias/SD3/fair_selected_faces/selected_faces/0-9/female/asian/0048_face0.png,East Asian,Asian,Female,10-19,"[1.6597300e-05 7.2324417e-07 2.6620651e-04 8.2343924e-01 1.7612077e-01
 1.5490584e-04 1.5500465e-06]",[2.1794663e-06 7.5472565e-07 9.9996024e-01 3.6790199e-05],[0.0012277 0.9987723],"[8.6361985e-07 1.1060892e-02 6.8010443e-01 3.0631727e-01 2.4872941e-03
 2.9144792e-05 6.6665386e-08 9.7470911e-09 2.6941210e-10]"
