face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final,attractiveness
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0010_face0.png,White,Indian,Male,50-59,"[0.43263492 0.01030433 0.40775302 0.00057446 0.00694326 0.11955397
 0.02223597]",[0.3461239  0.01696149 0.02090438 0.61601025],[9.9999952e-01 4.6876895e-07],"[9.2056456e-05 2.5714879e-04 2.2664971e-03 3.5409445e-03 4.5896951e-02
 3.2216606e-01 5.5852145e-01 6.6604391e-02 6.5447524e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0011_face0.png,White,Indian,Female,40-49,"[6.3181418e-01 1.1521272e-03 2.7421987e-01 1.4975580e-04 3.4858510e-03
 7.9623193e-02 9.5549542e-03]",[0.37798196 0.00683265 0.01694529 0.59824014],[0.00253769 0.9974623 ],"[7.8444242e-07 8.3774466e-05 4.9279425e-03 3.8134515e-02 3.1937075e-01
 5.4599398e-01 8.7178364e-02 4.0037124e-03 3.0615795e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0012_face0.png,White,White,Male,60-69,"[8.3248204e-01 4.9342064e-04 5.6699954e-02 1.6141777e-03 2.5520094e-03
 1.8700115e-02 8.7458223e-02]",[9.8540807e-01 7.7561563e-05 4.8548696e-03 9.6595176e-03],[0.9501105  0.04988947],"[6.5231477e-05 2.3801446e-04 1.8107579e-03 9.9126121e-04 1.9481230e-03
 1.2310428e-02 1.6211365e-01 5.1518375e-01 3.0533871e-01]",White,60+,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0013_face0.png,White,White,Male,50-59,"[9.7357035e-01 1.0139596e-03 1.8771978e-02 8.9363188e-05 7.9488667e-04
 4.4525429e-03 1.3069384e-03]",[0.90057474 0.00139788 0.01870116 0.07932619],[9.999974e-01 2.613300e-06],"[1.5894579e-05 6.6964065e-05 8.4914675e-04 2.3739664e-03 2.7667988e-02
 2.5218824e-01 6.3966066e-01 7.5924113e-02 1.2530852e-03]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0014_face0.png,White,White,Male,30-39,"[7.1120876e-01 7.5196745e-05 1.8620716e-01 3.2173168e-05 4.5123769e-04
 2.2946689e-02 7.9078779e-02]",[9.3288046e-01 1.3180160e-04 5.5097090e-03 6.1478101e-02],[9.9999988e-01 5.6053377e-08],"[4.6384648e-07 6.0123057e-05 1.6274069e-02 1.6820340e-01 6.4351636e-01
 1.6907948e-01 2.8504236e-03 1.5575590e-05 8.7209301e-08]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0015_face0.png,White,Indian,Male,40-49,"[9.3691081e-01 1.0686747e-03 2.7920041e-02 9.2137205e-05 8.5345877e-04
 2.7292540e-02 5.8623562e-03]",[0.15375888 0.00353382 0.16686516 0.67584217],[0.9989151 0.0010849],"[1.32468585e-06 1.62372253e-05 1.37458020e-03 2.00671740e-02
 1.14756025e-01 4.75222945e-01 3.46895278e-01 3.64171490e-02
 5.24932612e-03]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0016_face0.png,White,White,Male,50-59,"[8.3164632e-01 6.0163009e-05 6.5588199e-02 6.0671894e-04 2.0182500e-02
 7.9834253e-02 2.0816391e-03]",[9.0284222e-01 5.3556643e-05 4.2270049e-02 5.4834090e-02],[9.9994916e-01 5.0858656e-05],"[2.0671136e-05 4.0592684e-04 6.3698567e-03 4.6957186e-03 3.5188943e-02
 4.0237921e-01 5.0914043e-01 4.0309437e-02 1.4897618e-03]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0017_face0.png,White,White,Male,50-59,"[8.8436556e-01 5.8456947e-04 7.4288033e-02 2.3799916e-04 5.7374798e-03
 1.5236271e-02 1.9549984e-02]",[0.8477118  0.00496626 0.02020495 0.12711696],[9.9999404e-01 5.9564773e-06],"[3.1710690e-05 1.6008406e-04 1.6239078e-03 3.2163009e-03 5.7908744e-02
 4.2931697e-01 4.8410419e-01 2.3181859e-02 4.5623089e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0018_face0.png,White,White,Male,50-59,"[9.1610283e-01 7.7135209e-03 5.4329984e-02 8.4089220e-04 7.0988555e-03
 1.2656663e-02 1.2572914e-03]",[9.7548825e-01 2.8981912e-04 2.7795814e-03 2.1442300e-02],[9.9997687e-01 2.3141121e-05],"[2.3359222e-05 9.0105168e-05 1.0317439e-03 3.4639244e-03 3.9160181e-02
 2.4419516e-01 5.5268902e-01 1.5295330e-01 6.3932287e-03]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0019_face0.png,White,White,Male,20-29,"[9.8739141e-01 3.4065924e-05 1.1671899e-02 4.0741452e-05 1.1938548e-04
 3.0232820e-04 4.4003926e-04]",[9.9150193e-01 3.8616991e-04 3.2989960e-03 4.8128613e-03],[0.8473476  0.15265241],"[4.1241569e-07 6.0159229e-05 1.9034063e-02 5.4580975e-01 3.9646345e-01
 3.7728932e-02 8.8838272e-04 1.4024371e-05 8.3090379e-07]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0020_face0.png,Indian,Indian,Male,50-59,"[2.9669553e-02 4.0305429e-03 2.3759857e-01 1.0350662e-04 7.0537603e-03
 7.1828240e-01 3.2616616e-03]",[0.11635438 0.001298   0.06730704 0.8150406 ],[9.9999964e-01 3.7086994e-07],"[1.0262688e-05 6.3058462e-05 9.3033747e-04 1.8572910e-03 2.8966555e-02
 3.5460028e-01 5.7164705e-01 4.1484237e-02 4.4084969e-04]",Others,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0021_face0.png,White,White,Male,50-59,"[9.0559959e-01 5.9677020e-04 5.2461416e-02 2.1120909e-04 6.0040611e-03
 3.1358823e-02 3.7681453e-03]",[9.0989465e-01 5.4758356e-04 1.0703657e-02 7.8854077e-02],[9.9999464e-01 5.3656786e-06],"[5.9520435e-06 3.5088673e-05 1.2045261e-03 2.7938872e-03 4.3779414e-02
 3.8830209e-01 5.4145294e-01 2.2050023e-02 3.7612056e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0022_face0.png,White,White,Male,60-69,"[0.66085094 0.00092666 0.14431296 0.00269904 0.02059123 0.03686796
 0.13375123]",[0.5623025  0.0009127  0.28136072 0.15542404],[9.999356e-01 6.443568e-05],"[1.9111556e-05 4.1086038e-05 2.6923331e-04 1.9189907e-04 1.7328176e-03
 2.0360773e-02 2.8995982e-01 5.9131593e-01 9.6109375e-02]",White,60+,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0023_face0.png,Latino_Hispanic,White,Male,50-59,"[0.27232233 0.00052813 0.35421965 0.00674415 0.11586965 0.2473394
 0.00297665]",[5.8256292e-01 4.9691525e-04 1.4586452e-01 2.7107558e-01],[9.9994361e-01 5.6377114e-05],"[6.21372455e-05 7.90201651e-04 4.02953895e-03 4.53929999e-04
 4.70067607e-03 1.10800095e-01 6.76291049e-01 1.96122155e-01
 6.75024698e-03]",Others,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0024_face0.png,White,White,Male,50-59,"[9.0976155e-01 3.8693390e-05 6.5578468e-02 4.5099226e-04 5.1976666e-03
 8.8109933e-03 1.0161675e-02]",[9.3893605e-01 2.4854226e-04 2.0177713e-02 4.0637661e-02],[9.999971e-01 2.905267e-06],"[2.1175594e-05 1.4252767e-04 1.6963895e-03 1.0379794e-03 3.5035670e-02
 4.2631581e-01 5.1750976e-01 1.8062789e-02 1.7796252e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0025_face0.png,White,White,Male,40-49,"[9.4610316e-01 3.6064288e-05 2.6866183e-02 1.1877957e-04 1.5322777e-03
 1.0625835e-02 1.4717621e-02]",[8.7752616e-01 1.2521759e-04 3.4713119e-02 8.7635502e-02],[9.9996436e-01 3.5634548e-05],"[6.0698135e-06 5.0648519e-05 1.5210395e-03 5.4405355e-03 9.7328357e-02
 5.9336942e-01 2.9626176e-01 5.9524402e-03 6.9684931e-05]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0026_face0.png,White,White,Male,50-59,"[0.52468514 0.00068029 0.1019507  0.00133273 0.01421267 0.03615858
 0.3209799 ]",[0.5404478  0.00239255 0.08795542 0.3692042 ],[9.999995e-01 5.352575e-07],"[1.16336914e-05 2.81882058e-05 1.37674098e-04 1.28177882e-04
 2.16522347e-03 5.44223748e-02 6.15365863e-01 3.16433340e-01
 1.13075115e-02]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0027_face0.png,White,White,Female,20-29,"[9.9930435e-01 8.4592593e-06 2.8871372e-04 8.0918348e-05 4.9971553e-05
 9.1387683e-06 2.5851405e-04]",[0.9678303  0.00511751 0.02553332 0.00151889],[3.151064e-04 9.996849e-01],"[5.6974551e-07 3.2719161e-04 2.9663701e-02 6.8351281e-01 2.5930634e-01
 2.6808642e-02 3.7143828e-04 8.3681853e-06 9.5418318e-07]",White,20-39,
/scratch/project_462001220/mengting/projects_771/bias/FLUX.1-schnell/prompt2/complete_selected_faces/detected_unhappy/0028_face0.png,White,White,Male,50-59,"[9.9754131e-01 9.2604923e-06 1.3467099e-03 6.5874810e-06 7.4302210e-05
 6.5957976e-04 3.6217351e-04]",[9.8112220e-01 3.3195186e-04 3.3635548e-03 1.5182257e-02],[9.9975610e-01 2.4384148e-04],"[7.9619467e-06 8.5314961e-05 1.5344366e-03 2.6733850e-03 3.6457732e-02
 3.5475013e-01 5.6044936e-01 4.2333346e-02 1.7083131e-03]",White,40-59,0.0
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0029_face0.png,White,White,Male,40-49,"[8.0446130e-01 1.7130438e-03 9.4527520e-02 9.2382696e-05 3.1362986e-03
 3.4091346e-02 6.1978001e-02]",[0.7651007  0.00239089 0.050081   0.18242739],[9.9999917e-01 8.4027346e-07],"[6.34641856e-06 3.33971220e-05 5.12898376e-04 3.69238388e-03
 1.24002226e-01 6.26850128e-01 2.40611538e-01 4.24430659e-03
 4.67774335e-05]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0030_face0.png,White,White,Male,60-69,"[9.1223580e-01 2.6743566e-03 1.4395017e-02 2.0895527e-04 4.2301537e-03
 3.9936062e-02 2.6319683e-02]",[0.8696336  0.00751407 0.01389919 0.10895308],[9.9993140e-01 6.8568916e-05],"[6.4707165e-06 2.1912070e-05 2.8549336e-04 4.2961910e-04 2.1874423e-03
 3.2134149e-02 3.4521326e-01 5.4054248e-01 7.9179160e-02]",White,60+,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0031_face0.png,White,White,Male,40-49,"[9.3746293e-01 3.3814384e-05 5.2869987e-02 3.3400087e-05 4.0521804e-04
 7.6415921e-03 1.5529683e-03]",[9.4182622e-01 1.1141060e-04 7.4397371e-04 5.7318483e-02],[9.9998689e-01 1.3087315e-05],"[4.9819682e-05 3.8880747e-04 5.9557380e-03 1.0133455e-02 1.6567457e-01
 5.7750458e-01 2.3637860e-01 3.8818917e-03 3.2576514e-05]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0032_face0.png,White,White,Male,40-49,"[9.7552580e-01 2.0399300e-05 1.8949321e-02 9.8800265e-05 1.2268518e-03
 1.4399562e-03 2.7389040e-03]",[9.8771012e-01 5.9029779e-05 7.0097246e-03 5.2211140e-03],[0.99150324 0.00849678],"[2.0917336e-05 8.6623710e-04 6.7209424e-03 6.7768800e-03 1.1162646e-01
 6.0257387e-01 2.6503709e-01 6.1932020e-03 1.8438100e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0033_face0.png,White,White,Male,50-59,"[9.6483940e-01 1.3341379e-03 7.9280790e-03 1.9455609e-04 3.2004882e-03
 2.0100378e-02 2.4028532e-03]",[0.7694067  0.00194567 0.03809316 0.19055451],[9.9999005e-01 9.9989165e-06],"[5.2720006e-06 2.3935887e-05 2.5895418e-04 4.0805605e-04 2.7849416e-03
 6.3612565e-02 5.4516339e-01 3.6549160e-01 2.2251260e-02]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0034_face0.png,White,White,Male,50-59,"[9.5496899e-01 7.5776821e-05 1.1167835e-02 3.4420779e-03 2.9546323e-03
 2.8262495e-03 2.4564464e-02]",[9.3766069e-01 1.0918515e-04 7.7281771e-03 5.4501928e-02],[0.97516453 0.02483546],"[3.6265006e-05 2.0191353e-04 2.1639389e-03 1.1722763e-02 3.5405409e-02
 1.5644236e-01 3.7965381e-01 2.9760438e-01 1.1676918e-01]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0035_face0.png,White,White,Male,60-69,"[9.8441398e-01 1.8342847e-05 4.8889201e-03 9.9747628e-04 7.8145607e-04
 1.8271680e-03 7.0726345e-03]",[9.684789e-01 3.146715e-05 5.758681e-03 2.573088e-02],[0.9850961  0.01490391],"[1.3747771e-05 5.3520347e-05 3.3029870e-04 3.1561722e-04 3.9405591e-04
 4.6162675e-03 1.2797388e-01 4.6291631e-01 4.0338632e-01]",White,60+,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0036_face0.png,White,White,Male,50-59,"[9.8085403e-01 1.7892498e-04 6.3359630e-03 1.0073718e-04 1.4144371e-03
 7.8838607e-03 3.2320025e-03]",[0.5078781  0.00570648 0.03548751 0.45092785],[9.9990571e-01 9.4278446e-05],"[4.1143758e-06 1.4628297e-05 3.5735258e-04 1.0086047e-03 6.0593719e-03
 7.8310169e-02 6.2250203e-01 2.7168339e-01 2.0060258e-02]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0037_face0.png,White,White,Male,50-59,"[8.4855676e-01 2.9562306e-04 5.9225179e-02 2.2580181e-04 6.1815833e-03
 6.5667920e-02 1.9847067e-02]",[9.9292332e-01 5.6495221e-05 1.5177558e-03 5.5024270e-03],[9.9995321e-01 4.6782952e-05],"[9.4396542e-05 2.9165539e-04 2.7715627e-03 1.8841394e-03 1.2990801e-02
 1.7414092e-01 6.3624978e-01 1.6513631e-01 6.4404802e-03]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0038_face0.png,Indian,Indian,Male,60-69,"[0.1808017  0.0091553  0.20836231 0.00385373 0.06604987 0.46978346
 0.06199364]",[0.2418977  0.01545048 0.10494415 0.63770765],[9.9999678e-01 3.2751502e-06],"[8.2205494e-05 1.4795479e-04 4.1395362e-04 3.9363920e-04 2.4162675e-03
 3.0797129e-02 3.0577812e-01 6.1158407e-01 4.8386622e-02]",Others,60+,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0039_face0.png,White,White,Male,20-29,"[7.7431929e-01 1.5390329e-05 1.7470703e-02 2.7387941e-06 6.4918750e-05
 5.3458312e-03 2.0278104e-01]",[9.5343739e-01 1.7961244e-04 1.1167994e-02 3.5215046e-02],[9.999904e-01 9.585451e-06],"[9.6347117e-07 1.1546947e-03 1.5062331e-01 7.0922267e-01 1.3270982e-01
 6.2609524e-03 2.7189873e-05 4.2560171e-07 1.1772002e-08]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0040_face0.png,Middle Eastern,White,Male,50-59,"[4.2912880e-01 7.8055200e-05 1.0721928e-01 2.5293342e-04 1.4507052e-03
 1.0231025e-02 4.5163918e-01]",[9.7434217e-01 3.3942495e-05 1.0191920e-02 1.5431958e-02],[9.9983907e-01 1.6090585e-04],"[5.9784543e-05 7.6517237e-05 5.0112902e-04 4.0106435e-04 1.3954021e-02
 2.3013645e-01 6.6118771e-01 9.1824077e-02 1.8593199e-03]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0041_face0.png,White,White,Female,30-39,"[9.9994516e-01 5.3922101e-08 1.3917116e-05 3.5324707e-08 1.7821129e-07
 7.7184114e-07 3.9962651e-05]",[9.9997050e-01 1.1555142e-06 7.7199384e-06 2.0604850e-05],[0.0226227 0.9773773],"[2.7515014e-07 4.5337154e-05 4.5148437e-03 3.6699027e-01 4.6055281e-01
 1.6225393e-01 5.5680624e-03 6.4965257e-05 9.5009136e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0042_face0.png,White,White,Male,40-49,"[7.4662960e-01 7.3619734e-04 7.3202103e-02 1.5218896e-04 6.0734064e-03
 8.2728364e-02 9.0478115e-02]",[0.6532707  0.0008135  0.05605271 0.28986308],[9.999909e-01 9.108842e-06],"[1.8636394e-05 4.9006710e-05 7.7926920e-04 4.0780394e-03 5.5148426e-02
 4.6166691e-01 4.4727626e-01 3.0223947e-02 7.5949245e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0043_face0.png,Southeast Asian,Asian,Male,50-59,"[1.7923143e-03 2.6186716e-02 9.1591232e-02 5.7750691e-02 7.3254734e-01
 8.9485407e-02 6.4624875e-04]",[0.00237004 0.07155642 0.63019925 0.29587433],[9.9999785e-01 2.1110031e-06],"[7.0355765e-07 7.9433130e-06 1.5755773e-04 1.6666224e-03 3.0555315e-02
 3.6154634e-01 5.2758080e-01 7.5588822e-02 2.8959329e-03]",Asian,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0044_face0.png,White,White,Male,40-49,"[8.2475305e-01 1.3252075e-02 7.5930506e-02 3.9214225e-04 1.0367220e-02
 5.5372026e-02 1.9933045e-02]",[0.8006374  0.04509816 0.01131403 0.1429504 ],[9.9999958e-01 4.3931652e-07],"[4.3751265e-06 4.3856144e-05 1.2323436e-03 9.2705712e-03 1.0622467e-01
 5.3244662e-01 3.3359951e-01 1.6912362e-02 2.6559172e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0045_face0.png,Indian,Indian,Male,40-49,"[1.7015059e-01 2.1734720e-03 1.6577816e-01 4.3528006e-04 1.5849391e-02
 6.3522691e-01 1.0386214e-02]",[0.27669346 0.00238108 0.02316555 0.6977599 ],[9.9999917e-01 7.7436573e-07],"[2.2856027e-05 3.0797321e-04 7.5536612e-03 3.5656765e-03 5.1029883e-02
 4.7328091e-01 4.3263048e-01 3.1280741e-02 3.2784222e-04]",Others,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0046_face0.png,White,White,Male,60-69,"[9.32451069e-01 7.44530989e-04 1.50923776e-02 1.01758145e-04
 6.72521943e-04 1.40328635e-03 4.95344065e-02]",[9.9573225e-01 5.5345794e-04 1.1482738e-03 2.5659620e-03],[9.9998266e-01 1.7381846e-05],"[5.2214094e-05 9.1790775e-05 5.3508516e-04 2.1136849e-04 9.0014655e-04
 7.7284141e-03 2.1825960e-01 6.1009401e-01 1.6212738e-01]",White,60+,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0047_face0.png,White,White,Male,50-59,"[9.9215019e-01 1.9336896e-04 4.6343519e-03 8.0728321e-05 7.9688366e-04
 6.5694418e-04 1.4874534e-03]",[0.8821375  0.00119148 0.01717511 0.09949586],[9.9999857e-01 1.4450478e-06],"[1.05238905e-05 3.25125402e-05 1.00163743e-03 9.21912398e-03
 5.62251173e-02 2.31102899e-01 5.57466090e-01 1.40075013e-01
 4.86707920e-03]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/prompt2/selected_faces/detected_unhappy/unhappy_person_0048_face0.png,White,White,Male,60-69,"[0.35435942 0.00395336 0.13470697 0.04985873 0.18574269 0.20427291
 0.06710594]",[5.8796877e-01 5.8791874e-04 1.9779241e-01 2.1365085e-01],[9.999992e-01 7.652539e-07],"[1.2782574e-05 2.8942848e-05 9.6101547e-05 2.7096772e-05 1.7903587e-04
 5.6601684e-03 2.0203662e-01 7.5552112e-01 3.6438145e-02]",White,60+,
