face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0010_face0.png,White,White,Female,20-29,"[9.9432898e-01 2.9606972e-05 3.1456230e-03 2.8402657e-05 7.5804164e-05
 1.0735312e-04 2.2842414e-03]",[9.8346186e-01 8.8114926e-04 1.7146789e-03 1.3942365e-02],[0.1972214 0.8027786],"[5.3658903e-07 8.8986562e-05 1.7836589e-02 6.2769157e-01 3.1566197e-01
 3.7614878e-02 1.0592842e-03 4.0822102e-05 5.3376284e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0011_face0.png,White,White,Male,20-29,"[6.2371391e-01 3.3660188e-05 1.1187155e-01 2.5171128e-03 7.0227529e-03
 6.4495956e-03 2.4839140e-01]",[7.7588010e-01 3.5701148e-04 5.2813154e-02 1.7094983e-01],[0.50092804 0.499072  ],"[7.8274451e-07 2.5686017e-05 3.2806780e-02 6.1846381e-01 3.0806372e-01
 3.8703438e-02 1.7531452e-03 1.6857605e-04 1.4089181e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0012_face0.png,White,White,Male,30-39,"[9.9855179e-01 9.8958400e-05 9.6806855e-04 7.5665848e-06 5.0985233e-05
 6.8473717e-05 2.5407734e-04]",[9.9969971e-01 8.0165555e-05 3.0972329e-05 1.8914802e-04],[9.9999851e-01 1.4482541e-06],"[2.8542726e-07 1.9571316e-06 3.5932823e-04 7.3396340e-02 4.2485878e-01
 4.1942939e-01 7.9815164e-02 2.0770021e-03 6.1756335e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0013_face0.png,White,White,Female,20-29,"[9.0164310e-01 7.7680417e-04 4.9344108e-02 1.7866354e-02 1.6836774e-02
 4.6103349e-04 1.3071779e-02]",[8.6153823e-01 8.1751018e-04 1.3715750e-01 4.8674765e-04],[0.09603649 0.9039635 ],"[1.5536335e-06 1.0946080e-04 2.4640879e-02 4.6969464e-01 4.3074045e-01
 7.2500750e-02 2.2095374e-03 9.6918193e-05 5.7825700e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0014_face0.png,White,White,Female,30-39,"[9.5696813e-01 1.3672284e-04 3.6020964e-02 9.0761151e-04 7.5212872e-04
 7.2797047e-05 5.1416489e-03]",[9.9642992e-01 6.3532277e-04 2.7666567e-03 1.6807817e-04],[0.00514478 0.9948552 ],"[3.3105241e-08 6.2483305e-06 5.6575742e-03 2.8648123e-01 6.2019271e-01
 8.6160749e-02 1.4785079e-03 2.2443892e-05 4.5089018e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0015_face0.png,White,White,Male,30-39,"[0.81568056 0.00109297 0.12280994 0.00253494 0.00708857 0.01686504
 0.03392805]",[9.9225247e-01 1.4534291e-04 2.8599671e-03 4.7422545e-03],[9.9993616e-01 6.3823019e-05],"[9.1193382e-05 1.2854523e-03 5.6727212e-03 6.0956240e-02 4.5866239e-01
 4.2374644e-01 4.8852000e-02 7.2107237e-04 1.2534368e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0016_face0.png,White,White,Female,40-49,"[5.0857967e-01 2.7407953e-04 1.0441529e-01 6.1494801e-02 2.1227531e-01
 1.5689416e-02 9.7271465e-02]",[0.8993871  0.00322386 0.06324111 0.03414786],[0.04654688 0.9534531 ],"[1.2237314e-04 1.5569159e-03 2.2909690e-02 1.3127710e-01 3.6443627e-01
 3.8422057e-01 8.2622893e-02 1.1083477e-02 1.7706632e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0017_face0.png,White,White,Female,20-29,"[9.7215742e-01 8.6965074e-06 1.0631250e-02 1.3990498e-04 5.7474611e-04
 5.9690018e-04 1.5891127e-02]",[0.9772645  0.00141332 0.01307577 0.00824641],[0.06625222 0.93374777],"[1.7971678e-06 2.8339954e-04 4.2607460e-02 4.8637986e-01 3.8042730e-01
 8.7492757e-02 2.7460386e-03 5.7557652e-05 3.8367853e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0018_face0.png,White,Indian,Female,30-39,"[4.70990837e-01 5.60932749e-05 3.24332923e-01 2.95009185e-03
 9.73876752e-03 7.20802844e-02 1.19850926e-01]",[0.06408071 0.0014161  0.15783054 0.7766726 ],[0.06132966 0.93867034],"[1.24745566e-06 4.08366323e-05 1.20075075e-02 3.77415925e-01
 4.86548036e-01 1.19993821e-01 3.81646608e-03 1.64048499e-04
 1.20900977e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0019_face0.png,White,White,Female,20-29,"[9.3226331e-01 1.0226201e-07 2.1302777e-03 4.4870358e-06 9.6875019e-06
 8.0840931e-05 6.5511420e-02]",[9.9926555e-01 2.5556147e-07 5.3605727e-05 6.8058562e-04],[0.00192954 0.9980704 ],"[3.8695529e-07 1.2574634e-04 7.9369538e-02 6.8780667e-01 2.1568979e-01
 1.6852288e-02 1.5252612e-04 2.9456446e-06 1.3305358e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0020_face0.png,White,White,Female,30-39,"[9.7486985e-01 6.4321808e-05 1.0758993e-02 1.9633694e-04 1.4598494e-04
 9.2427479e-05 1.3872102e-02]",[9.9958122e-01 1.5981068e-04 1.7196454e-04 8.6973552e-05],[0.00188932 0.9981107 ],"[2.9003637e-08 2.2624340e-06 1.4712028e-03 1.9005299e-01 6.5394580e-01
 1.5099284e-01 3.4813625e-03 5.2632648e-05 9.7332895e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0021_face0.png,White,White,Female,40-49,"[0.45759204 0.01699972 0.24931559 0.00420851 0.02309264 0.04834871
 0.20044272]",[0.66038793 0.10802761 0.0135724  0.21801203],[0.23732568 0.76267433],"[3.1101640e-06 1.7387390e-05 1.7834372e-03 5.5350989e-02 2.9598039e-01
 4.3765628e-01 1.8666704e-01 2.1222582e-02 1.3187912e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0022_face0.png,White,White,Male,20-29,"[9.7866106e-01 3.5248966e-05 1.1422325e-02 3.9846268e-03 3.0880100e-03
 1.8663958e-04 2.6220155e-03]",[9.2064059e-01 3.7357310e-04 7.5447880e-02 3.5379876e-03],[0.8119618  0.18803819],"[2.1623441e-06 5.9963344e-04 1.3187480e-01 5.9430903e-01 2.4386147e-01
 2.8541069e-02 7.9173106e-04 1.9366767e-05 6.7004896e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0023_face0.png,White,White,Male,30-39,"[9.8511249e-01 2.6443662e-05 1.2078949e-02 2.1086798e-04 2.9060323e-04
 7.8094716e-05 2.2026023e-03]",[9.9946123e-01 1.5867770e-05 2.5161530e-04 2.7133702e-04],[0.5280242  0.47197577],"[2.3070598e-07 1.4463919e-05 4.7932388e-03 1.8210182e-01 5.8529550e-01
 2.1854258e-01 9.1015920e-03 1.4643910e-04 4.0846057e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0024_face0.png,White,White,Female,30-39,"[9.5492810e-01 5.7376014e-06 4.3074577e-03 2.4065613e-04 2.0386792e-04
 4.4893361e-05 4.0269230e-02]",[9.9718958e-01 7.8250359e-06 2.6558968e-03 1.4668124e-04],[0.12230086 0.87769914],"[7.2922830e-08 5.0051640e-06 7.8811841e-03 4.2061675e-01 5.0111938e-01
 6.8890348e-02 1.4325784e-03 5.1926909e-05 2.7889594e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0025_face0.png,White,Asian,Male,40-49,"[0.40408394 0.00180184 0.22436488 0.09422904 0.12120035 0.01222281
 0.14209718]",[0.04391963 0.00223186 0.8024996  0.15134898],[0.5477528 0.4522472],"[1.9277688e-05 7.8626254e-05 2.8579775e-03 6.5870404e-02 2.7380872e-01
 4.0636325e-01 2.0440452e-01 4.0735602e-02 5.8616656e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0026_face0.png,White,White,Female,50-59,"[8.7604779e-01 1.3105878e-05 2.2509249e-02 7.9465179e-05 2.5107645e-04
 2.5881710e-03 9.8511212e-02]",[9.6949875e-01 1.7065379e-04 1.2196545e-03 2.9110895e-02],[0.00806736 0.99193263],"[5.4585558e-07 1.8616355e-06 2.2352030e-04 7.6469155e-03 5.9434313e-02
 3.6644787e-01 4.2466664e-01 1.2347278e-01 1.8105522e-02]",White,40-59
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0027_face0.png,White,White,Female,40-49,"[0.5814539  0.00112348 0.1578294  0.13735838 0.10200031 0.0022079
 0.01802652]",[0.6485933  0.00188957 0.3481827  0.00133438],[0.01139452 0.9886055 ],"[1.2700749e-06 1.6518978e-05 8.3654339e-04 5.3708244e-02 3.7556696e-01
 4.6046016e-01 9.5314160e-02 1.3093697e-02 1.0024756e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0028_face0.png,White,White,Male,30-39,"[9.8842567e-01 1.8438725e-05 9.5224325e-03 9.1719494e-06 5.2616007e-05
 2.1227634e-04 1.7594368e-03]",[9.9765885e-01 1.3510829e-04 4.5385244e-04 1.7523037e-03],[9.9998915e-01 1.0808775e-05],"[3.4042174e-07 2.0719026e-05 6.6092834e-03 3.5198200e-01 5.5781829e-01
 8.2608514e-02 9.5434883e-04 6.4061819e-06 1.3605010e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0029_face0.png,White,White,Female,30-39,"[9.5083034e-01 3.2708129e-05 9.5874108e-03 1.3875121e-03 1.8488496e-03
 2.1906484e-04 3.6094178e-02]",[9.8850226e-01 8.5052423e-05 9.6545956e-04 1.0447309e-02],[0.03988639 0.9601136 ],"[2.59372046e-05 3.06358328e-04 1.06948642e-02 1.71878114e-01
 4.59677011e-01 3.12802196e-01 4.23823968e-02 2.12604413e-03
 1.07096224e-04]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0030_face0.png,White,White,Male,40-49,"[9.9772376e-01 1.0423927e-04 1.2388151e-03 9.1643778e-05 2.0428051e-04
 2.2298393e-04 4.1431666e-04]",[9.9949753e-01 1.5932264e-05 3.7453632e-04 1.1205908e-04],[0.9969481  0.00305191],"[1.2012323e-06 1.9821978e-06 7.0614122e-05 6.3124462e-03 8.0106683e-02
 5.0574625e-01 3.6562783e-01 4.0052950e-02 2.0801197e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0031_face0.png,Latino_Hispanic,Indian,Female,40-49,"[1.7560664e-01 3.1505284e-04 5.8659470e-01 2.2901513e-03 1.0556731e-02
 8.3176225e-02 1.4146055e-01]",[0.3938172  0.00077806 0.04633739 0.55906725],[0.0120612 0.9879388],"[7.0139072e-07 7.0452315e-06 9.2624826e-04 2.1058604e-02 3.5743478e-01
 5.4574311e-01 7.1821295e-02 2.9303983e-03 7.7834047e-05]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0032_face0.png,White,White,Male,30-39,"[9.9377263e-01 1.0370163e-04 5.0239218e-03 5.2069616e-05 1.3033519e-04
 2.5369751e-04 6.6361495e-04]",[9.9811393e-01 1.9995001e-04 7.7024143e-04 9.1584068e-04],[9.9948204e-01 5.1801768e-04],"[4.3406221e-06 2.4220242e-05 4.6159330e-04 4.3304350e-02 4.7914144e-01
 4.4316220e-01 3.3334512e-02 5.4611464e-04 2.1126460e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0033_face0.png,White,White,Male,30-39,"[9.9502057e-01 2.1926906e-04 3.2033506e-03 6.1262464e-05 2.7962102e-04
 5.7834544e-04 6.3760090e-04]",[9.9540144e-01 1.2633322e-03 6.4462912e-04 2.6905211e-03],[9.9999982e-01 1.5582984e-07],"[2.5221885e-07 1.4772820e-06 3.5526240e-04 1.3184305e-01 5.2071899e-01
 3.1059736e-01 3.5690129e-02 7.7771320e-04 1.5782514e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0034_face0.png,White,White,Female,30-39,"[9.9874389e-01 1.5403512e-07 1.9283748e-04 5.0474796e-06 6.7492838e-06
 3.1966772e-06 1.0480823e-03]",[9.9997401e-01 9.9417002e-07 8.2622491e-06 1.6774968e-05],[0.05199589 0.94800407],"[4.6878499e-06 2.6809727e-04 1.9508498e-02 3.0087355e-01 4.1604239e-01
 2.5568101e-01 7.4371519e-03 1.7020882e-04 1.4429394e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0035_face0.png,White,White,Female,30-39,"[8.0914682e-01 5.9204263e-04 8.0596954e-02 4.4345610e-02 3.6441874e-02
 1.5316058e-03 2.7345154e-02]",[0.53472126 0.00719377 0.12853727 0.3295478 ],[0.01338234 0.9866176 ],"[7.22552102e-07 3.51422314e-05 7.33956881e-03 3.48477304e-01
 5.28196454e-01 1.10425465e-01 5.15945954e-03 3.48945701e-04
 1.68827301e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0036_face0.png,White,White,Female,20-29,"[9.7453284e-01 1.7654182e-05 8.8524884e-03 4.1119177e-03 2.5888251e-03
 2.0195589e-04 9.6942754e-03]",[9.8128045e-01 1.0528163e-03 1.6964747e-02 7.0201157e-04],[0.01313199 0.98686796],"[8.5854502e-08 8.7042090e-06 1.8823607e-02 5.7024133e-01 3.7103689e-01
 3.9237607e-02 6.3499832e-04 1.6064487e-05 7.0324631e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0037_face0.png,White,White,Male,20-29,"[8.8417053e-01 2.4479357e-05 3.5211168e-02 3.2123621e-04 5.6874327e-04
 5.0979637e-04 7.9194069e-02]",[9.8444998e-01 2.5606851e-04 3.0295767e-03 1.2264295e-02],[0.6161163  0.38388377],"[5.6923625e-07 7.4699456e-05 5.7064440e-02 7.2361171e-01 2.1087994e-01
 8.2838051e-03 8.1647835e-05 2.9859427e-06 1.6908082e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0038_face0.png,White,Asian,Female,30-39,"[5.76388180e-01 3.37144622e-04 2.54732311e-01 5.23894513e-03
 3.39079574e-02 1.08871181e-02 1.18508294e-01]",[0.15736897 0.00243956 0.7785989  0.06159249],[0.02077378 0.97922623],"[8.4387858e-07 2.0910999e-05 5.0247940e-03 1.4071776e-01 5.0796789e-01
 3.0788007e-01 3.6263272e-02 2.0135334e-03 1.1089672e-04]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0039_face0.png,White,White,Female,30-39,"[6.5977812e-01 4.6583671e-05 1.0641794e-01 1.8937593e-04 5.9328572e-04
 1.1456029e-03 2.3182908e-01]",[9.9414027e-01 3.8008922e-05 8.2857057e-04 4.9931477e-03],[0.00475785 0.9952422 ],"[9.4102461e-07 1.9468894e-04 1.6830906e-02 3.3989590e-01 5.6313610e-01
 7.7786900e-02 2.0964991e-03 5.5669338e-05 2.3925086e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0040_face0.png,White,Indian,Female,30-39,"[8.3914530e-01 1.1408123e-05 4.2038303e-02 3.8354785e-05 1.5233131e-04
 9.8154424e-03 1.0879888e-01]",[2.5111821e-01 3.7833545e-04 1.2578133e-03 7.4724567e-01],[0.03857539 0.9614246 ],"[1.8021393e-06 1.4613417e-04 1.4992072e-02 2.9452845e-01 4.9000004e-01
 1.8996416e-01 9.8180491e-03 5.0153094e-04 4.7773850e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0041_face0.png,White,White,Female,30-39,"[9.9989122e-01 1.4165063e-07 2.7328153e-05 5.6270273e-06 6.5272257e-06
 7.9097561e-07 6.8287904e-05]",[9.9996179e-01 1.4769873e-06 3.0884930e-05 5.8404371e-06],[0.40420583 0.5957942 ],"[3.23925633e-07 1.44769147e-05 1.16963964e-03 1.24678545e-01
 5.75813174e-01 2.91927785e-01 6.34310674e-03 5.01963550e-05
 2.76092987e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0042_face0.png,White,White,Female,30-39,"[9.6315950e-01 1.2495730e-05 2.2807054e-03 4.4540993e-05 1.5703109e-04
 7.7820732e-05 3.4267943e-02]",[9.9814969e-01 2.4944849e-04 9.7281445e-05 1.5036084e-03],[0.03165311 0.96834695],"[2.3666486e-07 9.0247140e-06 2.4888485e-03 2.1487458e-01 5.0513411e-01
 2.5915107e-01 1.7634090e-02 6.7300437e-04 3.5030680e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0043_face0.png,White,White,Female,20-29,"[9.8973018e-01 1.9510380e-04 4.4365400e-03 1.5115173e-03 2.4400030e-03
 3.7783757e-04 1.3088299e-03]",[9.9736762e-01 2.3054953e-04 5.5386411e-04 1.8479145e-03],[0.4459179 0.5540821],"[2.5084006e-07 2.1111797e-05 1.3526906e-02 5.9352833e-01 3.4340477e-01
 4.7244783e-02 2.1298446e-03 1.2273672e-04 2.1177779e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0044_face0.png,White,White,Female,30-39,"[7.6667839e-01 1.3372407e-05 4.1126277e-02 3.1250730e-04 1.4216127e-03
 3.9054954e-03 1.8654242e-01]",[8.5783637e-01 4.1224400e-04 9.0632671e-03 1.3268809e-01],[0.00716125 0.99283874],"[1.0711374e-07 3.3142790e-06 1.5761625e-03 1.3648300e-01 5.4585952e-01
 2.9498005e-01 2.0367566e-02 6.9185358e-04 3.8502614e-05]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0045_face0.png,White,White,Female,30-39,"[9.2629468e-01 2.2544804e-05 5.6688841e-02 4.1374474e-04 8.6876797e-04
 9.4556098e-04 1.4765807e-02]",[0.96197546 0.00212952 0.00751181 0.02838322],[0.02583269 0.9741673 ],"[1.5972236e-07 1.3808477e-05 5.3458731e-03 1.7571490e-01 5.6255662e-01
 2.4707551e-01 9.1510788e-03 1.3874027e-04 3.3300666e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0046_face0.png,White,White,Male,30-39,"[9.8829412e-01 1.0675823e-05 4.7245519e-03 1.7460106e-03 3.0760542e-03
 3.6952808e-04 1.7790474e-03]",[9.8434103e-01 1.0125755e-04 1.4229545e-02 1.3282547e-03],[9.997028e-01 2.972114e-04],"[5.7323214e-06 7.9709786e-04 4.4116080e-02 3.0621615e-01 4.3091476e-01
 2.0567994e-01 1.2042470e-02 2.1887627e-04 8.9185933e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0047_face0.png,White,White,Male,40-49,"[9.9945176e-01 1.9417121e-06 3.3265038e-04 1.8428365e-05 4.9990289e-05
 4.8004440e-05 9.7262287e-05]",[9.9957442e-01 8.8033521e-06 2.3408308e-04 1.8264446e-04],[9.9908626e-01 9.1368798e-04],"[7.5717099e-07 2.4331504e-05 1.9289121e-03 6.0666841e-02 4.1405272e-01
 4.9146327e-01 3.1591382e-02 2.6173543e-04 1.0085115e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0048_face0.png,White,White,Female,20-29,"[9.9224079e-01 3.0953706e-06 4.9458132e-03 2.3712774e-04 7.7606848e-05
 4.6085930e-05 2.4494429e-03]",[9.9977565e-01 2.1789260e-06 1.5884543e-04 6.3329739e-05],[0.06841966 0.93158036],"[1.6623800e-07 1.7785127e-04 1.6234215e-01 7.6301324e-01 7.3427752e-02
 1.0341200e-03 4.6128912e-06 6.6272186e-08 2.2665982e-09]",White,20-39
/scratch/project_462000771/mengting/projects/bias/sana/prompt2/selected_faces/detected_unhappy/unhappy_person_0049_face0.png,White,White,Female,40-49,"[8.9222938e-01 3.4909690e-04 8.9634225e-02 8.9381239e-05 3.7985717e-04
 4.0818690e-03 1.3236212e-02]",[0.9591981  0.00157409 0.0035532  0.03567464],[0.07342584 0.9265741 ],"[3.0344286e-06 6.3896943e-05 3.8199418e-03 5.6967169e-02 2.7856943e-01
 5.0678962e-01 1.4268626e-01 1.0361459e-02 7.3915557e-04]",White,40-59
