face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final,attractiveness
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0013_face0.png,White,White,Female,20-29,"[8.8134259e-01 5.6527549e-04 2.8085759e-02 5.6212347e-02 8.6095240e-03
 8.7106728e-04 2.4313308e-02]",[9.5838904e-01 2.4918496e-04 4.1021474e-02 3.4026863e-04],[0.00136669 0.99863327],"[3.2319604e-06 3.0399283e-04 1.5230824e-02 4.9141073e-01 3.3529931e-01
 1.3734430e-01 1.8582661e-02 1.4827078e-03 3.4219699e-04]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0014_face0.png,White,White,Male,30-39,"[0.35515615 0.00547435 0.2631352  0.00071563 0.00170868 0.04536087
 0.32844904]",[0.9746374  0.00556831 0.00101449 0.01877981],[9.996050e-01 3.950135e-04],"[5.2242367e-06 1.7975535e-05 5.9137447e-04 6.6347480e-02 4.7958201e-01
 4.0221819e-01 4.6903364e-02 4.0723542e-03 2.6204810e-04]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0015_face0.png,White,White,Male,30-39,"[9.8031759e-01 1.7998893e-05 3.0420576e-03 6.3603709e-04 3.1657290e-04
 3.1322462e-04 1.5356525e-02]",[9.6946949e-01 5.5097172e-04 1.5652081e-02 1.4327489e-02],[9.9999815e-01 1.8317814e-06],"[6.7343194e-07 1.1075340e-05 2.1541300e-03 4.7290111e-01 5.0168133e-01
 2.3096191e-02 1.5317094e-04 2.2497220e-06 5.2013466e-08]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0016_face0.png,Latino_Hispanic,Indian,Male,30-39,"[1.3307463e-01 4.5724008e-03 5.6392729e-01 7.4514450e-05 3.3657125e-04
 7.7888429e-02 2.2012608e-01]",[0.3507313  0.05078115 0.01343349 0.585054  ],[9.9999386e-01 6.1846085e-06],"[2.2431460e-07 9.8312705e-07 7.6719851e-05 7.2556108e-02 7.9867792e-01
 1.2789233e-01 7.9145236e-04 4.2646670e-06 4.9097835e-08]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0017_face0.png,Middle Eastern,Asian,Female,30-39,"[0.08365379 0.00083099 0.14043556 0.06294644 0.05841913 0.15602776
 0.49768633]",[0.07203276 0.00714138 0.79721904 0.12360682],[9.970993e-04 9.990029e-01],"[5.1368107e-07 2.8524280e-05 6.2680538e-03 2.5626311e-01 5.3820449e-01
 1.8390322e-01 1.4674241e-02 6.3430477e-04 2.3503651e-05]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0018_face0.png,Black,Black,Male,30-39,"[8.9101036e-07 9.9997574e-01 1.2714205e-05 2.5401678e-07 1.9017425e-06
 8.0847012e-06 3.6471147e-07]",[1.5609599e-05 9.9950945e-01 1.4934874e-04 3.2563013e-04],[9.9999458e-01 5.4037278e-06],"[3.3492640e-07 5.8831520e-06 3.7760503e-04 2.0641463e-01 6.1598855e-01
 1.7146321e-01 5.6455010e-03 9.8366298e-05 5.9662602e-06]",Black,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0019_face0.png,White,White,Male,30-39,"[4.2142421e-01 1.0542411e-03 2.1352454e-01 1.2329394e-04 3.9594527e-04
 2.0899206e-01 1.5448563e-01]",[0.7703943  0.00579817 0.0058987  0.21790877],[9.9937928e-01 6.2072504e-04],"[1.3359526e-05 1.1071428e-04 2.2433493e-03 2.0762742e-01 6.5292156e-01
 1.3360690e-01 3.3764159e-03 9.4778989e-05 5.5003707e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0020_face0.png,White,White,Male,30-39,"[5.7947105e-01 4.8814365e-04 3.2055712e-01 7.0263091e-03 5.6044650e-03
 2.3287293e-02 6.3565627e-02]",[9.0261364e-01 3.2876257e-04 6.1075166e-02 3.5982452e-02],[9.9950254e-01 4.9744942e-04],"[1.8602263e-05 3.8805960e-05 4.1088197e-04 1.5620467e-01 7.3846239e-01
 1.0315266e-01 1.6753938e-03 3.5885008e-05 7.0346692e-07]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0021_face0.png,White,White,Female,40-49,"[6.3236248e-01 4.2340365e-05 6.3425697e-02 8.6973254e-03 4.6973433e-03
 1.0026203e-02 2.8074858e-01]",[0.72154945 0.00337386 0.04821368 0.22686301],[0.00343592 0.9965641 ],"[1.1434639e-05 2.8940648e-04 7.1641025e-03 1.5416364e-01 2.3957115e-01
 2.8174904e-01 1.6840361e-01 7.9447918e-02 6.9199771e-02]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0022_face0.png,East Asian,Asian,Female,20-29,"[0.25569308 0.00064943 0.10947772 0.35254994 0.08631674 0.07114916
 0.12416392]",[0.06367335 0.0035292  0.8472173  0.08558019],[0.07733635 0.9226637 ],"[3.7762472e-06 6.1511481e-04 6.4753398e-02 6.2354428e-01 2.4109106e-01
 6.3139945e-02 5.9238495e-03 7.0622505e-04 2.2235711e-04]",Asian,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0023_face0.png,Southeast Asian,Asian,Male,40-49,"[1.2846182e-04 2.5595687e-04 4.8079505e-03 3.4317198e-01 6.5142477e-01
 1.8658911e-04 2.4255029e-05]",[3.2366308e-05 5.6878020e-05 9.9972528e-01 1.8545425e-04],[9.991529e-01 8.471148e-04],"[1.5257470e-05 2.0540082e-04 3.8741059e-03 4.0356331e-02 3.8338023e-01
 4.3626326e-01 1.2628171e-01 9.2237536e-03 3.9997706e-04]",Asian,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0024_face0.png,White,White,Female,30-39,"[8.7120491e-01 6.5682945e-04 1.0763516e-01 3.1759217e-04 4.3898495e-04
 1.4147200e-03 1.8331783e-02]",[9.9896377e-01 1.6706499e-04 3.2014557e-04 5.4909324e-04],[0.01536606 0.9846339 ],"[2.0779310e-06 2.1463528e-04 2.2160573e-02 3.7169614e-01 4.8012394e-01
 1.1937980e-01 6.1334879e-03 2.6465702e-04 2.4647594e-05]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0025_face0.png,East Asian,Asian,Male,30-39,"[1.8946636e-03 1.8042426e-04 3.9193463e-02 8.3031607e-01 1.2658273e-01
 1.4732893e-03 3.5933428e-04]",[1.3416621e-03 6.2983490e-05 9.9777108e-01 8.2429056e-04],[9.9998534e-01 1.4664452e-05],"[3.3655253e-06 1.4652918e-05 5.9001433e-04 1.4151028e-01 7.1024263e-01
 1.4369516e-01 3.7056920e-03 2.3545051e-04 2.8128463e-06]",Asian,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0026_face0.png,White,White,Male,40-49,"[9.8872000e-01 1.4824982e-05 9.6354750e-04 2.3855173e-06 4.5762672e-06
 7.5674914e-05 1.0218941e-02]",[9.9969482e-01 1.5879737e-05 2.3449541e-04 5.4821805e-05],[9.9978071e-01 2.1930451e-04],"[8.2279985e-06 1.7829025e-05 6.2562979e-04 7.0027527e-03 1.0364743e-01
 4.5612329e-01 4.2335480e-01 9.0721259e-03 1.4793601e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0027_face0.png,Black,Black,Female,20-29,"[7.4217438e-05 7.1581614e-01 7.4537452e-03 1.3038402e-02 1.9918951e-01
 6.4389333e-02 3.8583374e-05]",[6.3972380e-05 9.4830155e-01 2.9028790e-02 2.2605725e-02],[5.0424191e-04 9.9949574e-01],"[1.9038150e-06 2.8562511e-04 2.2317944e-02 4.9334133e-01 4.1329730e-01
 6.6284232e-02 4.3042665e-03 1.6151708e-04 5.8625246e-06]",Black,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0028_face0.png,White,White,Male,40-49,"[0.46015176 0.01054318 0.14485948 0.03649831 0.04468705 0.0172783
 0.28598195]",[0.6219322  0.00306758 0.19115838 0.18384182],[0.64049274 0.3595073 ],"[0.00116612 0.04530378 0.09444392 0.09623339 0.237017   0.33463958
 0.1537309  0.03196631 0.00549906]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0029_face0.png,White,White,Male,40-49,"[6.5037048e-01 2.7509503e-05 3.3829950e-02 1.3547173e-03 1.7085125e-03
 7.2723156e-04 3.1198156e-01]",[9.8060626e-01 2.6819302e-05 1.8042650e-02 1.3241536e-03],[9.9999654e-01 3.4622105e-06],"[4.8031034e-06 1.9269097e-05 3.9630110e-04 2.0863909e-02 4.5983103e-01
 4.9541780e-01 2.3283660e-02 1.8124745e-04 1.9396839e-06]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0030_face0.png,White,White,Female,20-29,"[8.6749995e-01 2.8496125e-04 9.0637445e-02 1.8199597e-02 6.0229413e-03
 3.8040883e-04 1.6974663e-02]",[8.5954136e-01 7.6856039e-04 1.3879803e-01 8.9205650e-04],[0.00142984 0.99857014],"[5.6110866e-07 1.5461468e-04 3.8395122e-02 6.0866040e-01 3.0511299e-01
 4.6432126e-02 1.2063471e-03 3.5789632e-05 1.9659637e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0031_face0.png,Middle Eastern,White,Male,30-39,"[2.5879520e-01 3.1513344e-05 7.9653703e-02 1.9270094e-04 2.7836408e-04
 5.4057268e-03 6.5564269e-01]",[9.9159092e-01 1.7429140e-05 3.1461094e-03 5.2455715e-03],[9.999995e-01 4.841331e-07],"[9.5706653e-08 2.0059294e-06 3.7493682e-04 6.6332631e-02 7.1741456e-01
 2.1337304e-01 2.4859712e-03 1.6699978e-05 1.1122737e-07]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0032_face0.png,White,White,Male,20-29,"[9.8948026e-01 4.4438239e-06 2.2877790e-03 2.1021289e-04 5.9285911e-04
 2.7249174e-04 7.1519162e-03]",[9.9968380e-01 3.3059177e-06 1.4020078e-04 1.7277259e-04],[0.94451183 0.05548817],"[1.6959921e-05 7.3163066e-04 8.1461743e-02 3.7541634e-01 2.4081118e-01
 2.3140883e-01 6.2251899e-02 6.4164279e-03 1.4850193e-03]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0033_face0.png,White,White,Female,30-39,"[8.9071107e-01 9.2859764e-06 3.8480118e-02 1.5570543e-03 7.6832291e-04
 1.1513267e-03 6.7322873e-02]",[9.5130593e-01 2.1663898e-05 4.3081503e-02 5.5908719e-03],[2.0843874e-04 9.9979156e-01],"[4.5553886e-08 6.6525968e-06 5.5016298e-03 3.3569264e-01 5.4320014e-01
 1.1338737e-01 2.1708703e-03 3.9796858e-05 8.4922999e-07]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0034_face0.png,White,White,Female,30-39,"[7.1394897e-01 4.3882255e-04 2.4802470e-01 4.2319829e-03 2.8054989e-03
 3.8296452e-03 2.6720414e-02]",[0.8942175  0.00126629 0.02442202 0.08009424],[3.0610809e-04 9.9969393e-01],"[5.3646009e-08 7.5541725e-06 4.2449199e-03 4.5092675e-01 5.1143521e-01
 3.2595567e-02 7.8055047e-04 9.2238606e-06 2.0336316e-07]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0035_face0.png,Black,Black,Male,30-39,"[0.0050199  0.7461036  0.10475966 0.00133199 0.02001957 0.11890699
 0.0038583 ]",[0.00215764 0.73227876 0.01263164 0.25293195],[0.9922773 0.0077226],"[1.5240643e-05 2.6810617e-04 7.3908842e-03 1.8295646e-01 3.6730021e-01
 3.3806747e-01 8.1968985e-02 1.6855566e-02 5.1771826e-03]",Black,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0036_face0.png,White,White,Male,40-49,"[9.8146498e-01 3.8256307e-04 1.2190321e-02 6.0472968e-05 9.1639886e-05
 7.2287163e-04 5.0871759e-03]",[9.9500972e-01 1.0350383e-03 5.2662741e-04 3.4286431e-03],[9.9971849e-01 2.8147295e-04],"[5.5133719e-06 2.1944183e-05 4.2153691e-04 1.3458797e-02 2.5965142e-01
 6.0446554e-01 1.1763102e-01 4.1906922e-03 1.5354007e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0037_face0.png,White,White,Male,20-29,"[6.6136885e-01 1.7387732e-03 5.7363205e-02 3.7003667e-04 8.9072372e-04
 3.2910649e-03 2.7497730e-01]",[0.908131   0.0010792  0.00466015 0.08612963],[0.842485   0.15751491],"[2.1913218e-06 1.3673754e-04 3.2324616e-02 7.2351038e-01 2.0852107e-01
 3.1671517e-02 3.5446291e-03 2.5763904e-04 3.1263600e-05]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0038_face0.png,White,White,Male,30-39,"[9.0827286e-01 6.2437386e-05 7.3636942e-02 2.5406219e-03 2.3407538e-03
 1.0099486e-03 1.2136459e-02]",[9.9757087e-01 3.1022293e-05 1.9144029e-03 4.8370683e-04],[9.9999714e-01 2.8711829e-06],"[3.0378493e-07 1.6381319e-06 6.7766043e-05 3.9553002e-02 6.7429215e-01
 2.8000805e-01 6.0450388e-03 3.1823354e-05 1.9908059e-07]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0039_face0.png,White,White,Male,40-49,"[9.4479954e-01 3.9908398e-05 3.7863929e-02 5.5397570e-04 1.0814322e-03
 1.7494686e-03 1.3911699e-02]",[9.9869472e-01 3.1668092e-06 3.0598525e-04 9.9610246e-04],[9.9912465e-01 8.7537436e-04],"[7.2404505e-06 3.3863267e-05 5.7788711e-04 9.8535214e-03 1.9802363e-01
 6.2020326e-01 1.6846994e-01 2.7259078e-03 1.0472139e-04]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0040_face0.png,White,White,Male,30-39,"[9.7705001e-01 2.5780560e-04 7.2137197e-03 1.3991042e-04 3.6466744e-04
 4.0212981e-04 1.4571754e-02]",[9.9829507e-01 9.1482718e-05 1.1257334e-03 4.8774504e-04],[0.99857104 0.00142897],"[1.7871153e-07 2.8145116e-06 8.3968410e-04 1.4899553e-01 6.0304624e-01
 2.3236877e-01 1.4575142e-02 1.6546978e-04 6.1942205e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0041_face0.png,White,White,Male,40-49,"[7.0841217e-01 9.0112109e-05 7.3286369e-02 3.0340119e-03 2.7500256e-03
 5.1773903e-03 2.0724991e-01]",[9.8865908e-01 9.8227292e-06 9.5333522e-03 1.7977338e-03],[9.9962783e-01 3.7220065e-04],"[1.4286415e-05 2.3829307e-05 3.7559029e-04 1.4737157e-02 3.3029968e-01
 5.8548182e-01 6.7983486e-02 1.0671911e-03 1.6871223e-05]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0042_face0.png,White,White,Female,20-29,"[0.815946   0.00085955 0.03283432 0.05421145 0.03231095 0.01246582
 0.051372  ]",[7.7794278e-01 2.9577309e-04 2.2052053e-01 1.2409611e-03],[0.32230538 0.6776946 ],"[1.1833971e-04 2.4257873e-03 3.5964917e-02 3.2666981e-01 2.3787393e-01
 2.3788173e-01 1.0415361e-01 3.5266206e-02 1.9645695e-02]",White,20-39,
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0043_face0.png,East Asian,White,Female,30-39,"[1.9698583e-01 3.0632407e-05 1.0630681e-01 6.1173236e-01 5.6189850e-02
 1.1104564e-03 2.7644034e-02]",[9.4704103e-01 2.7744216e-04 4.2117544e-02 1.0564034e-02],[7.251968e-04 9.992748e-01],"[2.0668426e-06 2.5671936e-04 1.2152063e-02 2.6772058e-01 5.2887517e-01
 1.7536978e-01 1.4790179e-02 7.8695104e-04 4.6502788e-05]",Asian,20-39,0.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0044_face0.png,White,White,Male,30-39,"[6.6824043e-01 1.9832629e-04 3.6717929e-02 1.0291140e-04 1.5434840e-04
 5.6734201e-03 2.8891256e-01]",[9.9050468e-01 3.2700555e-04 4.4898252e-04 8.7192887e-03],[0.98539877 0.01460118],"[4.9964897e-06 8.5637257e-05 2.5341904e-03 1.3305564e-01 6.3810664e-01
 2.1906087e-01 6.9672279e-03 1.7192445e-04 1.2867658e-05]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0045_face0.png,White,White,Female,20-29,"[8.2003623e-01 2.0871512e-04 8.9497492e-02 9.7036076e-04 1.0711164e-03
 1.2018183e-02 7.6197900e-02]",[9.8531586e-01 2.9624338e-04 1.2114157e-03 1.3176558e-02],[0.00320277 0.99679726],"[3.4314704e-05 2.6647500e-03 3.1943120e-02 3.9494121e-01 3.9049011e-01
 1.4820679e-01 2.7193809e-02 2.9038806e-03 1.6220827e-03]",White,20-39,
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0046_face0.png,White,White,Male,20-29,"[6.9949818e-01 1.1664997e-04 2.1284723e-01 1.1819035e-04 2.2809737e-04
 1.2395452e-02 7.4796215e-02]",[9.5439547e-01 4.1239386e-04 1.2357752e-03 4.3956354e-02],[9.999962e-01 3.823358e-06],"[3.0588801e-08 9.5086853e-07 4.5166930e-04 5.3967559e-01 4.5364705e-01
 6.2159547e-03 8.6797345e-06 4.4876561e-08 6.4097400e-10]",White,20-39,1.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0047_face0.png,East Asian,Asian,Male,10-19,"[3.0554357e-01 2.3879616e-05 3.5258865e-03 6.3674527e-01 4.2908721e-02
 8.9483027e-04 1.0357876e-02]",[0.11396796 0.00094118 0.85599273 0.02909812],[0.89738363 0.10261636],"[2.4318280e-04 4.2570658e-02 4.8735741e-01 3.7819210e-01 5.2792590e-02
 2.9421665e-02 6.1030192e-03 2.4337471e-03 8.8559493e-04]",Asian,10-19,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0048_face0.png,Latino_Hispanic,Indian,Male,30-39,"[0.03530445 0.02467024 0.49764127 0.01044587 0.03994563 0.33566082
 0.05633174]",[0.0462315  0.17738213 0.13913617 0.6372502 ],[9.999094e-01 9.064248e-05],"[5.3329718e-06 8.4794949e-05 1.3439022e-02 3.7060457e-01 5.4507601e-01
 6.8970412e-02 1.7227314e-03 9.5495088e-05 1.6616927e-06]",Others,20-39,
