face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,gt_age,gt_gender,gt_race
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0010_face0.png,East Asian,Asian,Female,10-19,"[4.6170629e-03 3.3737654e-06 1.3103118e-03 9.1783583e-01 7.6066174e-02
 1.2988609e-04 3.7372094e-05]",[1.1945362e-03 5.3790819e-07 9.9867314e-01 1.3185249e-04],[3.9789410e-07 9.9999964e-01],"[5.3521386e-08 5.2513205e-03 5.1191533e-01 4.8081326e-01 2.0154510e-03
 4.6291302e-06 2.9120850e-09 8.2914071e-11 2.8585298e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0011_face0.png,East Asian,Asian,Female,10-19,"[4.6334654e-04 2.1852979e-06 2.1061227e-03 7.5053465e-01 2.4563503e-01
 1.2111790e-03 4.7507201e-05]",[1.5388547e-04 1.8141253e-06 9.9783897e-01 2.0052968e-03],[3.3943247e-06 9.9999660e-01],"[1.0414061e-06 1.6284874e-01 7.7041739e-01 6.6563636e-02 1.6879357e-04
 3.7481774e-07 4.2695220e-10 5.1195163e-11 1.6416939e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0012_face0.png,East Asian,Asian,Female,20-29,"[1.3174597e-02 5.3654881e-06 1.2144570e-03 9.1727108e-01 6.8192758e-02
 9.1160036e-05 5.0577706e-05]",[2.8024008e-03 4.9659957e-07 9.9702656e-01 1.7048408e-04],[1.7682952e-06 9.9999821e-01],"[3.1462676e-07 8.0380356e-03 4.9218348e-01 4.9739739e-01 2.3754472e-03
 5.2970950e-06 9.3480450e-09 3.8077713e-10 1.5434919e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0013_face0.png,East Asian,Asian,Female,10-19,"[1.8393226e-04 2.7748111e-08 6.7352630e-05 9.7243428e-01 2.7292484e-02
 1.7369741e-05 4.5272400e-06]",[6.9750924e-05 2.9526589e-08 9.9984545e-01 8.4777828e-05],[2.5284343e-04 9.9974722e-01],"[1.8690678e-05 1.1320952e-01 7.1629238e-01 1.6961956e-01 8.5407298e-04
 5.8286350e-06 2.1317675e-08 2.6855411e-09 1.2670985e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0014_face0.png,East Asian,Asian,Female,10-19,"[1.2519201e-03 3.3982590e-07 2.9026647e-04 9.4135487e-01 5.7059582e-02
 2.7099215e-05 1.5938231e-05]",[8.3663035e-04 1.0800437e-06 9.9887121e-01 2.9107949e-04],[3.6362413e-05 9.9996370e-01],"[8.4534101e-08 4.8180702e-03 6.7820144e-01 3.1638980e-01 5.8921293e-04
 1.4721637e-06 1.1485216e-09 9.0580633e-11 4.3765499e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0015_face0.png,East Asian,Asian,Female,3-9,"[1.51503906e-02 1.75250321e-07 1.07967964e-04 9.57935095e-01
 2.67910138e-02 1.00325688e-05 5.39219855e-06]",[1.6718718e-03 6.7450479e-08 9.9828398e-01 4.4103570e-05],[7.9482583e-05 9.9992055e-01],"[7.5100150e-05 5.6554300e-01 3.6821187e-01 6.5834694e-02 3.2935050e-04
 5.8099922e-06 5.1967682e-08 4.0061323e-09 6.3378963e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0016_face0.png,East Asian,Asian,Female,10-19,"[7.3742837e-04 3.1689160e-06 4.2633142e-04 9.2805314e-01 7.0645384e-02
 1.1327309e-04 2.1280737e-05]",[8.5985038e-04 1.0107626e-06 9.9857759e-01 5.6149554e-04],[2.3847527e-04 9.9976158e-01],"[4.1834046e-05 4.0590364e-01 5.3345132e-01 6.0365658e-02 2.3643377e-04
 1.1374080e-06 5.6163447e-09 5.5248622e-10 6.0409407e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0017_face0.png,East Asian,Asian,Female,10-19,"[9.02992557e-04 1.09579815e-07 1.13396265e-04 9.69760895e-01
 2.92144231e-02 5.17406215e-06 3.01816362e-06]",[1.9740055e-03 1.9993544e-07 9.9797851e-01 4.7291407e-05],[3.0394174e-06 9.9999696e-01],"[5.8299912e-07 2.2167753e-02 5.5347121e-01 4.2365283e-01 7.0593954e-04
 1.7473577e-06 1.3628585e-09 6.3253902e-11 2.7587065e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0018_face0.png,East Asian,Asian,Female,10-19,"[4.2356213e-04 2.3360171e-07 5.9989013e-04 9.3680948e-01 6.2026862e-02
 1.2593034e-04 1.4035279e-05]",[4.5687056e-04 7.0357959e-07 9.9891084e-01 6.3151895e-04],[1.0944177e-04 9.9989051e-01],"[3.4311266e-05 4.3873075e-01 4.6105528e-01 9.9576533e-02 5.9874792e-04
 4.3872078e-06 1.6479934e-08 2.3812503e-09 7.1312969e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0019_face0.png,East Asian,Asian,Female,10-19,"[1.2549960e-04 5.4797641e-07 2.6530671e-04 9.4009733e-01 5.9436269e-02
 6.6837507e-05 8.1747430e-06]",[1.2227189e-04 2.4086485e-06 9.9979872e-01 7.6653421e-05],[4.4756544e-05 9.9995524e-01],"[2.1650129e-07 4.0153558e-03 5.5203468e-01 4.4279802e-01 1.1486748e-03
 3.0050874e-06 3.4752474e-09 2.9409428e-10 1.1097223e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0020_face0.png,East Asian,Asian,Female,20-29,"[3.9904818e-04 2.0486735e-07 1.4926345e-04 9.6594787e-01 3.3412043e-02
 6.3861582e-05 2.7769296e-05]",[1.4441652e-04 1.3259901e-07 9.9973261e-01 1.2282091e-04],[3.2116091e-05 9.9996793e-01],"[3.1286442e-07 1.9923043e-03 3.3671370e-01 6.5506423e-01 6.2045259e-03
 2.4916764e-05 2.4266546e-08 1.3883936e-09 3.7130573e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0021_face0.png,East Asian,Asian,Female,10-19,"[3.9252723e-04 4.0436973e-07 4.0586686e-04 9.2710477e-01 7.1972817e-02
 1.0256477e-04 2.1043190e-05]",[3.6069797e-04 4.4576780e-07 9.9937481e-01 2.6408129e-04],[1.692705e-04 9.998308e-01],"[2.0547895e-06 1.6894232e-01 7.3519623e-01 9.5686562e-02 1.7180060e-04
 9.3390042e-07 1.6352942e-09 2.4501629e-10 1.2077029e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0022_face0.png,East Asian,Asian,Female,10-19,"[9.3907362e-04 3.4023267e-07 3.4487294e-04 9.5888245e-01 3.9813384e-02
 1.5289676e-05 4.6438281e-06]",[1.5155490e-03 2.6968576e-06 9.9788469e-01 5.9712864e-04],[6.388618e-05 9.999361e-01],"[4.7489884e-06 1.4043014e-01 6.7411864e-01 1.8497866e-01 4.6614817e-04
 1.6007872e-06 5.5207616e-09 4.5612400e-10 3.4294425e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0023_face0.png,East Asian,Asian,Female,20-29,"[7.2401296e-04 7.7640010e-07 3.2530577e-04 9.8101419e-01 1.7899411e-02
 2.0479609e-05 1.5928463e-05]",[3.0712213e-04 1.0529288e-06 9.9965453e-01 3.7273057e-05],[7.8066705e-06 9.9999219e-01],"[5.2393659e-07 7.5172647e-03 4.5470035e-01 5.3554600e-01 2.2263194e-03
 9.4309980e-06 1.4924995e-08 4.4732149e-10 1.5544621e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0024_face0.png,East Asian,Asian,Female,10-19,"[3.2275368e-04 4.6661003e-07 1.6239852e-04 9.7295254e-01 2.6544496e-02
 1.1539228e-05 5.7588436e-06]",[1.05486564e-04 1.86471070e-07 9.99881387e-01 1.28699612e-05],[2.4738636e-05 9.9997526e-01],"[4.3066345e-07 1.3248663e-02 6.7716157e-01 3.0920190e-01 3.8617142e-04
 1.2320824e-06 1.1770219e-09 9.3671772e-11 4.8942755e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0025_face0.png,East Asian,Asian,Female,10-19,"[1.3893645e-03 7.9734711e-08 1.3356643e-04 9.6465230e-01 3.3791929e-02
 2.0151416e-05 1.2732806e-05]",[4.4127696e-04 4.0904801e-08 9.9953693e-01 2.1697258e-05],[5.4100479e-07 9.9999946e-01],"[7.0534739e-08 7.5466200e-03 5.7145977e-01 4.1993949e-01 1.0500746e-03
 3.9702154e-06 2.6729778e-09 1.4939902e-10 5.1252015e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0026_face0.png,East Asian,Asian,Female,3-9,"[7.3116535e-04 1.1098413e-06 4.9877953e-04 9.4825673e-01 5.0475292e-02
 3.0026655e-05 6.9229241e-06]",[5.6229165e-04 5.1902151e-07 9.9921995e-01 2.1720499e-04],[4.6709123e-05 9.9995333e-01],"[5.3740263e-05 4.5581067e-01 4.3380237e-01 1.0980019e-01 5.2847102e-04
 4.5299375e-06 2.2249798e-08 2.2379063e-09 2.1263689e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0027_face0.png,East Asian,Asian,Female,10-19,"[1.2693241e-03 1.0012704e-06 7.0310831e-05 9.7503442e-01 2.3601962e-02
 1.4007129e-05 9.0323547e-06]",[2.8160089e-04 1.0597904e-06 9.9962217e-01 9.5190204e-05],[1.1884085e-04 9.9988115e-01],"[1.4997822e-05 1.4381793e-01 6.5124750e-01 2.0416763e-01 7.4779376e-04
 4.1631365e-06 2.2714337e-08 1.9973878e-09 2.7919883e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0028_face0.png,East Asian,Asian,Female,10-19,"[1.1614676e-04 7.0322685e-08 1.2980681e-04 9.1498238e-01 8.4737077e-02
 3.2325661e-05 2.2295603e-06]",[2.33622050e-05 1.31280755e-08 9.99959171e-01 1.74939178e-05],[2.2195627e-06 9.9999779e-01],"[4.1185940e-06 2.0134066e-01 6.2707567e-01 1.7098318e-01 5.9443509e-04
 2.0363889e-06 2.7073541e-09 2.6220479e-10 8.7332095e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0029_face0.png,East Asian,Asian,Female,20-29,"[8.8536029e-04 4.0515462e-07 1.4649742e-04 9.5840734e-01 4.0525816e-02
 1.5739648e-05 1.8840559e-05]",[8.3515607e-04 3.1908496e-07 9.9914074e-01 2.3817829e-05],[0.00105861 0.99894136],"[1.6998312e-06 9.2397677e-03 4.4790766e-01 5.3930587e-01 3.5190182e-03
 2.5890331e-05 7.4337279e-08 7.4946449e-09 4.7357535e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0030_face0.png,East Asian,Asian,Female,10-19,"[9.2279288e-04 1.2845983e-07 2.6699487e-04 9.5684963e-01 4.1911758e-02
 3.3116357e-05 1.5567457e-05]",[1.2013812e-03 7.6694658e-07 9.9847627e-01 3.2161208e-04],[3.8016689e-05 9.9996203e-01],"[3.05589674e-05 1.72104910e-01 5.14384985e-01 3.11134666e-01
 2.32592248e-03 1.89252478e-05 9.68647385e-08 1.08216405e-08
 6.75175693e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0031_face0.png,East Asian,Asian,Female,20-29,"[1.6571177e-03 5.9399298e-07 2.8347559e-04 9.8133409e-01 1.6700666e-02
 1.3274024e-05 1.0798277e-05]",[4.8196051e-04 1.2782589e-06 9.9943376e-01 8.2963990e-05],[9.0201174e-06 9.9999094e-01],"[5.9248165e-08 1.1599486e-03 2.0604359e-01 7.9070085e-01 2.0892252e-03
 6.3597172e-06 5.9059939e-09 1.9228752e-10 9.8743678e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0032_face0.png,East Asian,Asian,Female,3-9,"[4.0234723e-03 4.2500392e-07 1.9339063e-04 9.2422938e-01 7.1439154e-02
 5.4022588e-05 6.0092345e-05]",[1.5691001e-04 6.4468331e-08 9.9980927e-01 3.3782158e-05],[2.9162789e-04 9.9970835e-01],"[8.5677922e-04 4.5346767e-01 3.9704818e-01 1.4657879e-01 2.0267845e-03
 2.1605092e-05 1.7793943e-07 2.1925082e-08 2.1427615e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0033_face0.png,East Asian,Asian,Female,10-19,"[9.5615297e-04 1.0228383e-06 4.3880590e-04 9.5083022e-01 4.7742251e-02
 2.3558749e-05 7.9379633e-06]",[1.6749726e-04 1.1123664e-06 9.9973994e-01 9.1467373e-05],[5.119214e-05 9.999488e-01],"[6.37854839e-07 1.34779494e-02 5.22108078e-01 4.62907851e-01
 1.50093995e-03 4.50398875e-06 1.08867075e-08 6.69618694e-10
 3.13947375e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0034_face0.png,East Asian,Asian,Female,10-19,"[8.8980695e-04 1.6530259e-06 3.5343002e-04 9.5036739e-01 4.8112344e-02
 2.1823093e-04 5.7061050e-05]",[1.5478804e-03 6.0307225e-06 9.9673051e-01 1.7156047e-03],[8.1060185e-05 9.9991894e-01],"[8.6232149e-06 9.5601343e-02 6.7057621e-01 2.3323575e-01 5.7671376e-04
 1.3068106e-06 3.1000051e-09 2.5586411e-10 1.5510739e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0035_face0.png,East Asian,Asian,Female,3-9,"[3.3735499e-02 9.6483518e-07 4.1203573e-04 9.0408993e-01 6.1504230e-02
 6.3474268e-05 1.9376290e-04]",[1.9842526e-02 4.5669221e-06 9.7495097e-01 5.2018804e-03],[0.02204941 0.97795063],"[3.7157000e-03 9.1034269e-01 7.8477867e-02 7.2622257e-03 1.9254317e-04
 8.5253423e-06 3.2414562e-07 6.2689146e-08 1.6093075e-08]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0036_face0.png,East Asian,Asian,Female,3-9,"[7.6134284e-03 3.9065463e-07 4.5328634e-03 9.4181335e-01 4.5117803e-02
 4.3267032e-04 4.8953126e-04]",[1.0572358e-02 9.7997508e-07 9.8278719e-01 6.6394531e-03],[0.00686511 0.99313486],"[4.5555932e-04 8.8481188e-01 1.1103146e-01 3.5721653e-03 1.2539137e-04
 3.4782938e-06 1.1102445e-07 2.5010594e-08 1.9988307e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0037_face0.png,East Asian,Asian,Female,10-19,"[4.5414846e-03 1.0691360e-06 3.1114335e-03 6.9274575e-01 2.9909533e-01
 4.1333470e-04 9.1623435e-05]",[8.2689233e-04 1.1731017e-06 9.9826282e-01 9.0909883e-04],[6.7374444e-06 9.9999321e-01],"[1.26053765e-05 2.72033483e-01 6.22475326e-01 1.05026588e-01
 4.49272717e-04 2.75210687e-06 5.46698864e-09 7.56635143e-10
 4.28432081e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0038_face0.png,East Asian,Asian,Female,10-19,"[1.2249575e-03 3.5086885e-07 3.7652437e-05 9.7697490e-01 2.1751385e-02
 6.2766917e-06 4.5404959e-06]",[2.2568568e-04 2.4294604e-07 9.9975771e-01 1.6393815e-05],[2.0244017e-05 9.9997973e-01],"[8.0667205e-06 2.3781192e-02 4.9341583e-01 4.8082525e-01 1.9635856e-03
 6.0427005e-06 1.4901840e-08 8.0019902e-10 6.8559471e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0039_face0.png,East Asian,Asian,Female,3-9,"[1.5817728e-03 2.1023084e-06 9.0058590e-04 8.6381781e-01 1.3353050e-01
 1.2262072e-04 4.4597829e-05]",[3.5752845e-04 3.5813878e-07 9.9948275e-01 1.5928644e-04],[1.6623664e-04 9.9983376e-01],"[1.31371009e-04 7.97720551e-01 1.87811852e-01 1.42188575e-02
 1.15726325e-04 1.63984009e-06 9.75184467e-09 2.13580309e-09
 1.24499355e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0040_face0.png,East Asian,Asian,Female,10-19,"[1.9738605e-04 1.1761343e-06 1.7455530e-04 9.3753088e-01 6.2052835e-02
 3.8383219e-05 4.7741205e-06]",[4.2994786e-04 1.0177957e-06 9.9922383e-01 3.4522190e-04],[1.3728018e-04 9.9986273e-01],"[2.5685099e-06 3.1456318e-02 6.9295114e-01 2.7438065e-01 1.2051982e-03
 4.1187895e-06 9.3732746e-09 9.3793939e-10 5.4945156e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0041_face0.png,East Asian,Asian,Female,10-19,"[8.2790139e-05 1.1843387e-07 5.1359115e-05 9.6233851e-01 3.7521198e-02
 4.6975197e-06 1.3564126e-06]",[5.1954754e-05 4.1695438e-07 9.9992865e-01 1.8936656e-05],[1.0881358e-04 9.9989116e-01],"[5.9967647e-06 4.9453977e-02 6.0364455e-01 3.4595069e-01 9.3961449e-04
 5.1721699e-06 9.3330490e-09 9.1504759e-10 7.2688286e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0042_face0.png,East Asian,Asian,Female,10-19,"[2.7536601e-04 5.9145457e-08 6.2282197e-05 9.6984947e-01 2.9774942e-02
 1.9546183e-05 1.8289731e-05]",[1.7542543e-04 9.2062336e-08 9.9972630e-01 9.8152828e-05],[1.7394483e-05 9.9998254e-01],"[3.7883244e-06 2.0735672e-02 5.1260382e-01 4.6329600e-01 3.3427940e-03
 1.7808463e-05 3.5732665e-08 2.7950640e-09 1.3941495e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0043_face0.png,East Asian,Asian,Female,10-19,"[4.8617693e-03 5.1772486e-07 5.2533112e-04 8.8564563e-01 1.0878674e-01
 1.4085879e-04 3.9124581e-05]",[1.2899583e-03 4.6374487e-07 9.9778962e-01 9.1996678e-04],[1.828758e-06 9.999982e-01],"[1.4442778e-06 8.5358560e-02 7.8600419e-01 1.2831147e-01 3.2306949e-04
 1.2231217e-06 2.0229014e-09 1.8923238e-10 1.0576087e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0044_face0.png,East Asian,Asian,Female,10-19,"[2.1705440e-04 3.3853487e-07 1.4453955e-04 9.1661817e-01 8.2989134e-02
 2.5036881e-05 5.6532708e-06]",[1.4644449e-04 2.9900187e-07 9.9981505e-01 3.8189541e-05],[8.5151187e-06 9.9999154e-01],"[4.8307840e-07 3.1054767e-02 6.6735077e-01 3.0081362e-01 7.7637599e-04
 3.9091456e-06 3.8700780e-09 3.6279107e-10 1.6662482e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/FLUX.1-schnell/fair_selected_faces/selected_faces/0-9/female/asian/0045_face0.png,East Asian,Asian,Female,10-19,"[2.5072938e-04 3.9621548e-07 2.2300985e-04 9.6426439e-01 3.5234392e-02
 2.3273200e-05 3.7758464e-06]",[4.5022205e-04 6.1904620e-07 9.9940699e-01 1.4222776e-04],[1.28409265e-05 9.99987125e-01],"[5.6859005e-07 1.7092744e-02 6.3447177e-01 3.4752727e-01 9.0487336e-04
 2.7692411e-06 3.6960466e-09 2.3962776e-10 7.0789299e-12]",0-9,female,asian
