face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,gt_age,gt_gender,gt_race
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0025_face0.png,East Asian,Indian,Female,20-29,"[2.73016654e-02 1.10627225e-04 2.84129828e-02 4.89777058e-01
 2.74147660e-01 1.67590529e-01 1.26595078e-02]",[1.0072867e-02 9.6318916e-05 2.0205995e-01 7.8777087e-01],[0.00136746 0.99863255],"[8.2432075e-07 4.4800779e-03 4.3341228e-01 5.4719776e-01 1.4713454e-02
 1.9461456e-04 8.2429784e-07 1.0888366e-07 7.7330231e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0026_face0.png,East Asian,Asian,Female,20-29,"[1.4504867e-03 1.1726563e-05 7.9194261e-03 6.8934971e-01 2.9003251e-01
 1.0004770e-02 1.2313747e-03]",[5.4521919e-03 1.6781132e-04 9.8638684e-01 7.9931719e-03],[1.4490902e-04 9.9985510e-01],"[1.6758145e-06 5.7615554e-03 2.9990125e-01 6.7807126e-01 1.6005294e-02
 2.5773366e-04 1.0963674e-06 1.3490830e-07 6.6564732e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0027_face0.png,Indian,Indian,Female,10-19,"[2.9768115e-03 1.6735548e-05 5.6128763e-02 5.7954546e-03 2.8981987e-02
 8.9621216e-01 9.8880474e-03]",[1.7306134e-02 9.4848030e-05 3.4928031e-02 9.4767094e-01],[3.6847233e-04 9.9963152e-01],"[2.5393267e-06 2.3519803e-02 5.2541429e-01 4.4269085e-01 8.2948618e-03
 7.7460449e-05 1.6113482e-07 1.8239291e-08 1.0891048e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0028_face0.png,East Asian,Asian,Female,20-29,"[3.2765183e-03 1.6330348e-04 3.2428257e-02 4.8386261e-01 3.9702040e-01
 8.0770545e-02 2.4783688e-03]",[8.781576e-03 2.931806e-04 9.219493e-01 6.897595e-02],[2.7285246e-04 9.9972713e-01],"[2.79473966e-07 3.37766903e-03 3.49365383e-01 6.36925817e-01
 1.02867875e-02 4.39331161e-05 7.74777860e-08 5.80214543e-09
 2.16788101e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0029_face0.png,East Asian,Asian,Female,20-29,"[3.0539262e-03 1.2428499e-06 1.3069886e-03 7.6870924e-01 2.2653471e-01
 3.1634304e-04 7.7559591e-05]",[4.2685899e-03 8.2708914e-07 9.9521405e-01 5.1651290e-04],[1.5636979e-04 9.9984360e-01],"[2.21179425e-06 8.66023824e-03 4.59718883e-01 5.23799360e-01
 7.70527963e-03 1.13474984e-04 5.35085519e-07 7.78081954e-08
 4.55360594e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0030_face0.png,East Asian,Indian,Female,20-29,"[2.5973042e-02 1.6955620e-04 1.1936973e-01 4.2492890e-01 1.5307665e-01
 1.5795504e-01 1.1852703e-01]",[0.09227521 0.00536671 0.28518626 0.6171718 ],[0.00248407 0.997516  ],"[4.5448509e-08 5.3817837e-04 4.2682409e-01 5.6775117e-01 4.8457133e-03
 4.0560841e-05 1.3481869e-07 2.0261751e-08 1.3530826e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0031_face0.png,Indian,Asian,Female,20-29,"[2.6723472e-02 1.4761229e-04 1.3387705e-01 6.8814129e-02 3.4040758e-01
 3.4352231e-01 8.6507842e-02]",[5.1440494e-03 6.0001810e-05 5.6600296e-01 4.2879298e-01],[8.215724e-04 9.991784e-01],"[2.0465615e-07 1.6491235e-03 4.4482100e-01 5.4213786e-01 1.1287588e-02
 1.0388109e-04 2.3996128e-07 2.3590975e-08 1.1136143e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0032_face0.png,East Asian,Asian,Female,20-29,"[6.1790040e-03 5.7246103e-05 1.6660422e-02 7.2490913e-01 1.6673139e-01
 5.4573666e-02 3.0889161e-02]",[0.03103226 0.00094116 0.50156224 0.4664644 ],[0.00153113 0.9984689 ],"[3.8285912e-06 5.5529904e-03 2.1365227e-01 7.5155276e-01 2.8764939e-02
 4.6950788e-04 3.3334827e-06 4.0976559e-07 2.6619505e-08]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0033_face0.png,East Asian,Asian,Female,20-29,"[0.01050885 0.00090046 0.08109505 0.5622657  0.27505958 0.06136561
 0.00880477]",[0.05122853 0.00643413 0.53568196 0.4066554 ],[8.615200e-04 9.991385e-01],"[2.6221974e-07 1.8894168e-03 3.1773651e-01 6.6380340e-01 1.6404793e-02
 1.6497655e-04 5.5511288e-07 5.5007977e-08 3.0034266e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0034_face0.png,Southeast Asian,Asian,Female,10-19,"[1.2897998e-02 1.1143565e-04 1.7346415e-01 3.0405292e-01 3.6080900e-01
 1.4383711e-01 4.8273834e-03]",[0.04722614 0.00089176 0.74478835 0.20709366],[7.5598032e-06 9.9999243e-01],"[6.0143009e-08 9.0012765e-03 7.6303011e-01 2.2684677e-01 1.1176926e-03
 4.1580638e-06 6.4171504e-09 5.1223031e-10 1.7594162e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0035_face0.png,Southeast Asian,Indian,Female,20-29,"[0.00159483 0.00079915 0.02477396 0.18000601 0.40710995 0.37822512
 0.00749091]",[0.01612313 0.00144342 0.17087503 0.8115584 ],[0.00339301 0.99660695],"[8.3677232e-06 1.8303113e-02 3.5668010e-01 5.9928066e-01 2.5105715e-02
 6.1557442e-04 5.3736735e-06 1.0179471e-06 9.1746202e-08]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0036_face0.png,Indian,Indian,Female,10-19,"[1.7658209e-02 1.8319279e-04 8.5173883e-02 1.6152427e-02 5.4011419e-02
 7.2587484e-01 1.0094602e-01]",[1.4941035e-02 1.6070150e-04 2.5862068e-01 7.2627759e-01],[7.6220858e-05 9.9992377e-01],"[2.9418636e-08 1.5307465e-03 5.9969920e-01 3.9521778e-01 3.5385829e-03
 1.3594015e-05 1.4636993e-08 1.0426758e-09 4.5056077e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0037_face0.png,East Asian,Asian,Female,10-19,"[5.1021914e-04 1.4877083e-06 7.8122300e-04 8.8301742e-01 1.1523351e-01
 4.1034786e-04 4.5844587e-05]",[6.9016690e-04 3.2438297e-07 9.9894053e-01 3.6899900e-04],[9.948058e-04 9.990052e-01],"[2.7190481e-06 6.1402121e-03 4.9553344e-01 4.9165723e-01 6.6006272e-03
 6.5493587e-05 2.5568318e-07 4.2725645e-08 2.1137088e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0038_face0.png,East Asian,Asian,Female,20-29,"[8.6803868e-04 8.3486208e-05 1.2683409e-02 5.1541090e-01 4.2293814e-01
 4.7358159e-02 6.5789133e-04]",[3.9510550e-03 4.1609848e-04 9.3981004e-01 5.5822864e-02],[6.815834e-04 9.993184e-01],"[4.8805486e-08 2.1411786e-04 1.8262596e-01 7.8949851e-01 2.7501499e-02
 1.5915549e-04 5.9074000e-07 4.7980691e-08 1.2685321e-09]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0039_face0.png,Latino_Hispanic,Indian,Female,10-19,"[3.8239516e-02 2.9345785e-04 3.4873864e-01 4.6761580e-02 9.3525454e-02
 3.0801472e-01 1.6442671e-01]",[0.0785534  0.00171074 0.17636791 0.7433679 ],[3.497665e-05 9.999650e-01],"[1.2332256e-07 1.2751907e-02 8.2743090e-01 1.5913701e-01 6.7805953e-04
 2.0351613e-06 1.9022124e-09 1.8646332e-10 9.3620034e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0040_face0.png,East Asian,Asian,Female,20-29,"[5.1682681e-04 8.8178791e-07 2.1762450e-03 9.2283505e-01 7.3908515e-02
 5.3907110e-04 2.3421253e-05]",[7.5043313e-04 1.3573655e-06 9.9858618e-01 6.6200667e-04],[1.3039626e-05 9.9998701e-01],"[5.3094180e-08 1.4551171e-03 3.7134129e-01 6.2211281e-01 5.0670351e-03
 2.3724364e-05 2.3038998e-08 1.3344859e-09 2.6151196e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0041_face0.png,Indian,Indian,Female,10-19,"[0.00205418 0.00132105 0.08090933 0.00114983 0.01607924 0.8887737
 0.00971266]",[0.00242196 0.0029931  0.0032271  0.99135786],[2.707770e-04 9.997292e-01],"[6.4369395e-08 6.6402117e-03 8.0423063e-01 1.8820946e-01 9.1650494e-04
 3.1141344e-06 3.2647383e-09 2.7676481e-10 1.4314761e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0042_face0.png,Indian,Indian,Female,10-19,"[0.09358375 0.00061872 0.2108217  0.04223087 0.09808298 0.50437737
 0.05028458]",[2.0392485e-01 4.7218186e-04 6.0451336e-02 7.3515165e-01],[8.8701787e-04 9.9911296e-01],"[4.8892315e-07 9.8392852e-03 5.4516679e-01 4.4115260e-01 3.8260128e-03
 1.4856518e-05 2.0170488e-08 1.2063308e-09 9.4405525e-11]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0043_face0.png,Indian,Indian,Female,10-19,"[3.9956914e-03 2.2954840e-04 1.2148526e-01 9.1857249e-03 3.9882593e-02
 8.1778395e-01 7.4371807e-03]",[0.02499178 0.00114896 0.10192095 0.8719383 ],[4.479821e-05 9.999552e-01],"[2.6909953e-08 2.2232132e-03 6.2264317e-01 3.6889437e-01 6.1889673e-03
 5.0150647e-05 9.3200349e-08 7.0457431e-09 2.9450475e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0044_face0.png,East Asian,Asian,Female,20-29,"[2.3138134e-03 3.0383742e-05 2.9503759e-02 5.2798593e-01 4.0943709e-01
 3.0105434e-02 6.2356028e-04]",[5.2917073e-03 1.7947599e-04 9.5313817e-01 4.1390657e-02],[0.00242065 0.99757934],"[3.4429362e-07 2.7331198e-03 4.2252696e-01 5.6772476e-01 6.9723204e-03
 4.2368538e-05 1.0859303e-07 1.3885953e-08 6.0150152e-10]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0045_face0.png,East Asian,Asian,Female,10-19,"[1.7520881e-03 3.2675989e-06 1.2526119e-02 7.6065201e-01 2.1871786e-01
 6.0294657e-03 3.1917784e-04]",[5.0667338e-03 1.4863185e-04 9.8604953e-01 8.7350458e-03],[0.00193847 0.99806154],"[3.4523023e-08 9.6042396e-04 7.4293977e-01 2.5539556e-01 7.0259819e-04
 1.6047571e-06 1.9754196e-09 2.2126889e-10 6.0742869e-12]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0046_face0.png,Indian,Indian,Female,20-29,"[6.2346220e-04 5.1873294e-04 1.7450076e-02 3.4540899e-02 1.7798355e-01
 7.6749152e-01 1.3917495e-03]",[0.00166503 0.00712483 0.02202398 0.9691862 ],[0.00118143 0.9988186 ],"[6.8247374e-07 2.0137185e-03 2.4530213e-01 6.9687229e-01 5.4549556e-02
 1.2463400e-03 1.3002417e-05 2.1484589e-06 1.3617348e-07]",0-9,female,asian
/scratch/project_462000771/mengting/projects/bias/kolors/fair_selected_faces/selected_faces/0-9/female/asian/0047_face0.png,East Asian,Asian,Female,10-19,"[7.0144760e-04 1.6416350e-07 2.1302908e-04 9.3955874e-01 5.9425648e-02
 7.7537683e-05 2.3379313e-05]",[3.9500190e-04 1.3558092e-07 9.9944377e-01 1.6107854e-04],[1.2427855e-04 9.9987572e-01],"[5.4562138e-06 2.2612205e-02 5.4406792e-01 4.2965332e-01 3.6302267e-03
 3.0789830e-05 8.3975571e-08 9.3743049e-09 4.1396336e-10]",0-9,female,asian
