face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0034_face0.png,White,White,Male,20-29,"[9.9977541e-01 1.4697838e-07 5.8946258e-05 1.5992961e-07 4.3181612e-07
 3.4909445e-07 1.6455518e-04]",[9.999976e-01 7.395201e-07 6.453774e-07 9.965017e-07],[9.9989760e-01 1.0239759e-04],"[1.0742803e-08 2.0350712e-06 7.9815257e-03 8.3351201e-01 1.5307803e-01
 5.3882841e-03 3.7780679e-05 3.6820677e-07 1.1177440e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0035_face0.png,White,White,Female,20-29,"[9.6476859e-01 3.0604333e-05 1.4107687e-02 3.8423354e-05 6.8027628e-05
 1.6272428e-03 1.9359460e-02]",[9.99777436e-01 1.02489930e-05 1.11415575e-04 1.00930993e-04],[0.28951612 0.71048385],"[6.1556300e-08 4.7073622e-06 6.4051640e-03 5.3339702e-01 4.2870530e-01
 3.1103997e-02 3.7573170e-04 7.5249686e-06 4.0055966e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0036_face0.png,White,White,Male,20-29,"[9.6317494e-01 2.7674428e-04 1.2052286e-02 2.6150697e-04 3.6193704e-04
 2.4886732e-03 2.1384059e-02]",[9.8722571e-01 4.0599453e-04 1.3489047e-03 1.1019386e-02],[9.996749e-01 3.250512e-04],"[2.0264277e-07 9.4356574e-06 5.9528118e-03 7.6479548e-01 2.2342330e-01
 5.7810224e-03 3.6749530e-05 8.7291357e-07 5.4337825e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0037_face0.png,White,White,Male,20-29,"[9.5411700e-01 1.2415861e-03 4.1603871e-02 7.8158600e-06 2.6836140e-05
 1.9565034e-04 2.8071895e-03]",[9.9844247e-01 8.3764835e-04 6.2920888e-05 6.5693195e-04],[9.999920e-01 7.988498e-06],"[6.0937073e-09 1.3718048e-06 1.9996399e-02 8.9084685e-01 8.7860838e-02
 1.2849810e-03 9.4845473e-06 1.3961085e-07 4.9685989e-09]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0038_face0.png,White,White,Male,20-29,"[9.7912848e-01 2.4120782e-05 8.4191421e-03 7.7110644e-06 2.8298733e-05
 1.1987754e-04 1.2272288e-02]",[9.9966758e-01 8.9267007e-05 7.8151115e-06 2.3526969e-04],[9.999822e-01 1.782259e-05],"[1.03127356e-08 2.86219552e-06 1.35240965e-02 8.41280282e-01
 1.42621011e-01 2.56126886e-03 1.03887287e-05 1.48649121e-07
 4.98362773e-09]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0039_face0.png,White,White,Male,20-29,"[9.8119390e-01 1.3585848e-05 3.5953620e-03 2.9691078e-05 3.3556014e-05
 8.9511574e-05 1.5044375e-02]",[9.9711162e-01 3.4858134e-05 1.8898789e-04 2.6645944e-03],[0.925807   0.07419302],"[3.7848159e-07 8.7359553e-04 2.1536580e-01 7.4328190e-01 3.8429353e-02
 2.0299440e-03 1.7828805e-05 1.0313001e-06 1.6695610e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0040_face0.png,White,White,Male,20-29,"[8.9336532e-01 3.9781799e-04 7.8897581e-02 6.0505652e-05 1.5628972e-04
 1.0989294e-03 2.6023654e-02]",[9.9924880e-01 6.0128878e-05 3.9751161e-05 6.5124163e-04],[0.99506545 0.00493456],"[4.1568370e-08 6.5388344e-06 2.5958713e-02 7.7993548e-01 1.8887317e-01
 5.1813386e-03 4.3486529e-05 1.2578943e-06 5.5778305e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0041_face0.png,White,White,Male,20-29,"[9.9680960e-01 1.2725636e-05 2.6935793e-03 6.6828065e-08 6.4486460e-07
 2.0956597e-05 4.6243105e-04]",[9.9759620e-01 2.1350011e-03 1.6935261e-05 2.5186417e-04],[0.9981797  0.00182027],"[2.1387921e-08 1.3694740e-05 4.3416779e-02 8.2185882e-01 1.2808003e-01
 6.5652351e-03 6.4349602e-05 9.4066354e-07 6.3414092e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0042_face0.png,White,White,Male,20-29,"[9.9490637e-01 1.1195215e-05 3.0468737e-03 8.3599925e-06 2.4095167e-05
 3.5367924e-05 1.9678141e-03]",[9.9941397e-01 3.5000663e-05 1.0036755e-04 4.5068969e-04],[9.9997282e-01 2.7173366e-05],"[1.2224526e-08 1.4009684e-06 4.3914942e-03 7.4692857e-01 2.4382856e-01
 4.8266468e-03 2.3096885e-05 2.1777772e-07 4.6457251e-09]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0043_face0.png,White,White,Male,30-39,"[9.1307002e-01 1.1792346e-04 5.1387936e-02 6.6781591e-05 1.5981487e-04
 4.7813435e-03 3.0416142e-02]",[9.9776578e-01 5.7145669e-05 6.2286825e-05 2.1147779e-03],[9.9996722e-01 3.2804404e-05],"[2.5686151e-07 6.8903755e-06 2.4323312e-03 3.5495868e-01 5.8296067e-01
 5.9031043e-02 6.0445810e-04 5.5064288e-06 1.4844301e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0044_face0.png,White,White,Male,20-29,"[9.9362248e-01 1.5838883e-05 3.4835788e-03 9.1938118e-06 3.8444276e-05
 9.5433519e-05 2.7349922e-03]",[9.9989855e-01 1.0340064e-05 4.7255485e-06 8.6449836e-05],[0.99685204 0.003148  ],"[1.8387568e-07 8.1250269e-05 5.3895671e-02 8.5057056e-01 9.3008392e-02
 2.4215770e-03 2.1661026e-05 6.3556007e-07 5.8053050e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0045_face0.png,White,White,Male,30-39,"[9.2201877e-01 2.3554856e-05 1.4040097e-02 2.9529690e-05 6.2823448e-05
 1.6339372e-04 6.3661836e-02]",[9.9982440e-01 7.4343684e-06 7.0977316e-05 9.7177443e-05],[9.9967355e-01 3.2644335e-04],"[5.2974801e-08 1.2404485e-06 1.4899222e-03 4.4174317e-01 5.3689378e-01
 1.9747507e-02 1.2228097e-04 1.9499525e-06 6.4445778e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0046_face0.png,White,White,Male,30-39,"[9.8383200e-01 2.0721313e-04 7.4177813e-03 7.0296366e-05 1.3631405e-04
 4.8907904e-04 7.8473436e-03]",[9.9831402e-01 2.3367672e-04 6.2410021e-05 1.3898246e-03],[0.99752903 0.00247097],"[8.0364657e-08 1.5953813e-06 7.4582879e-04 2.1397458e-01 6.3992977e-01
 1.4206453e-01 3.2477952e-03 3.3229302e-05 2.5961965e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0047_face0.png,White,White,Male,20-29,"[9.9711853e-01 4.2038318e-06 3.6810490e-04 1.2188299e-06 6.7073729e-06
 1.7179702e-05 2.4839484e-03]",[9.9991411e-01 2.5494419e-06 1.6851567e-05 6.6469125e-05],[9.9995524e-01 4.4703258e-05],"[1.7620941e-08 1.5167955e-06 2.5807037e-03 5.1682812e-01 4.4861114e-01
 3.1689133e-02 2.8747873e-04 1.9697275e-06 4.6210900e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/kolors/prompt2/selected_faces/detected_unhappy/unhappy_person_0048_face0.png,White,White,Male,20-29,"[8.8849610e-01 1.5833779e-05 1.7654680e-02 2.3175338e-05 8.4391235e-05
 3.7087400e-03 9.0017021e-02]",[9.9810231e-01 1.8606274e-04 1.5786438e-05 1.6958328e-03],[9.9954224e-01 4.5775107e-04],"[1.1076166e-08 6.1848965e-07 4.2427694e-03 7.8042775e-01 2.0722610e-01
 8.0137076e-03 8.6771011e-05 2.1538938e-06 1.5853148e-07]",White,20-39
